2.2953e-05,0,0,0
2.2287e-05,3.7812e-13,0.0039958,0.019476
2.1604e-05,7.7546e-13,0.0082418,0.039744
2.0901e-05,1.195e-12,0.012774,0.060879
2.0176e-05,1.6404e-12,0.017637,0.082973
1.9425e-05,2.1163e-12,0.022886,0.10613
1.8646e-05,2.6289e-12,0.028596,0.13049
1.7832e-05,3.1862e-12,0.034861,0.15621
1.6977e-05,3.7992e-12,0.041813,0.18349
1.6073e-05,4.4835e-12,0.049636,0.21259
1.5107e-05,5.2623e-12,0.058602,0.24386
1.4061e-05,6.1722e-12,0.069141,0.27779
1.2905e-05,7.2761e-12,0.081985,0.31509
1.1589e-05,8.696e-12,0.098551,0.35691
9.999e-06,1.0725e-11,0.12222,0.40534
7.7671e-06,1.4485e-11,0.16582,0.46552
1.0239e-06,3.3894e-11,0.36483,0.58948
5.7211e-07,2.4227e-11,0.25697,0.71787
3.7136e-07,1.7555e-11,0.18527,0.79848
2.5716e-07,1.3096e-11,0.13792,0.85086
1.8586e-07,1.0054e-11,0.10577,0.88613
1.3884e-07,7.9199e-12,0.083274,0.91067
1.0658e-07,6.3837e-12,0.067101,0.92825
8.3745e-08,5.2504e-12,0.055179,0.94117
6.715e-08,4.3962e-12,0.046196,0.95088
5.4814e-08,3.7396e-12,0.039293,0.95832
