0.17271,0,0,0.17271,0,0,0.17271,0,0,0.17271,0,0,0.17271,0,0,0.17271,0,0,0.17271,0,0,0.17271,0,0,0.17271,0,0,0.17271,0,0
0.1718,3.754e-05,0.00091183,0.17173,1.8508e-06,0.00098321,0.17172,8.9228e-08,0.00098674,0.17172,4.2972e-09,0.00098691,0.17172,2.0694e-10,0.00098691,0.17172,9.9654e-12,0.00098691,0.17172,4.799e-13,0.00098691,0.17172,2.311e-14,0.00098691,0.17172,1.1129e-15,0.00098691,0.17172,5.3594e-17,0.00098691
0.17113,0.00019674,0.0015803,0.17076,1.0342e-05,0.0019531,0.17074,5.0017e-07,0.0019728,0.17074,2.4091e-08,0.0019738,0.17074,1.1602e-09,0.0019738,0.17074,5.587e-11,0.0019738,0.17074,2.6905e-12,0.0019738,0.17074,1.2956e-13,0.0019738,0.17074,6.2394e-15,0.0019738,0.17074,3.0047e-16,0.0019738
0.17241,0.001332,0.00029666,0.16999,0.00012095,0.0027188,0.16976,6.0294e-06,0.0029487,0.16975,2.9084e-07,0.0029601,0.16975,1.4007e-08,0.0029607,0.16975,6.7453e-10,0.0029607,0.16975,3.2483e-11,0.0029607,0.16975,1.5643e-12,0.0029607,0.16975,7.533e-14,0.0029607,0.16975,3.6276e-15,0.0029607
0.17267,0.0019531,4.1457e-05,0.17139,0.0013145,0.0013186,0.16895,9.1875e-05,0.0037639,0.16877,4.5114e-06,0.0039386,0.16876,2.1746e-07,0.0039472,0.16876,1.0473e-08,0.0039476,0.16876,5.0432e-10,0.0039476,0.16876,2.4286e-11,0.0039476,0.16876,1.1696e-12,0.0039476,0.16876,5.6322e-14,0.0039476
0.1727,0.0024618,1.0991e-05,0.17257,0.0023956,0.00014345,0.1707,0.0014593,0.0020159,0.16798,0.00010058,0.0047334,0.16779,4.9356e-06,0.0049246,0.16778,2.379e-07,0.004934,0.16778,1.1457e-08,0.0049345,0.16778,5.5172e-10,0.0049345,0.16778,2.6569e-11,0.0049345,0.16778,1.2795e-12,0.0049345
0.17271,0.0029586,4.3041e-06,0.17268,0.0029453,3.101e-05,0.17249,0.0028513,0.00021895,0.17105,0.0021323,0.0016569,0.16717,0.00018893,0.0055436,0.16681,9.4189e-06,0.0059026,0.16679,4.5435e-07,0.0059205,0.16679,2.1882e-08,0.0059214,0.16679,1.0537e-09,0.0059214,0.16679,5.0744e-11,0.0059214
0.17271,0.0034531,2.1728e-06,0.1727,0.0034491,1.0356e-05,0.17266,0.0034307,4.7137e-05,0.1725,0.0033466,0.00021535,0.17169,0.0029459,0.0010167,0.16714,0.00067013,0.005568,0.16588,3.6545e-05,0.0068351,0.16581,1.7708e-06,0.0069047,0.1658,8.53e-08,0.006908,0.1658,4.1078e-09,0.0069082
0.17271,0.003947,1.3102e-06,0.17271,0.0039454,4.649e-06,0.1727,0.00394,1.5471e-05,0.17266,0.0039221,5.1265e-05,0.17254,0.0038625,0.00017042,0.17214,0.0036607,0.00057396,0.17067,0.0029261,0.002043,0.16559,0.00038674,0.0071217,0.16486,1.9907e-05,0.0078553,0.16482,9.6178e-07,0.0078932
0.17271,0.0044407,9.0605e-07,0.17271,0.0044399,2.5957e-06,0.1727,0.0044377,6.8664e-06,0.17269,0.0044321,1.8018e-05,0.17266,0.0044175,4.7261e-05,0.17259,0.0043791,0.00012418,0.17238,0.0042772,0.00032797,0.17183,0.0040016,0.00087916,0.17023,0.0032006,0.002481,0.16483,0.00049859,0.0078849
