2.6083e-05,0,0,0,2.6083e-05,0,0,0,2.6083e-05,0,0,0,2.6083e-05,0,0,0,2.6083e-05,0,0,0,2.6083e-05,0,0,0,2.6083e-05,0,0,0,2.6083e-05,0,0,0,2.6083e-05,0,0,0,2.6083e-05,0,0,0
2.0338e-05,4.2482e-12,0.03949,0.17665,2.5617e-05,2.6391e-13,0.0024543,0.0098148,2.5919e-05,1.2874e-14,0.00011972,0.0004761,2.5933e-05,6.2034e-16,5.7691e-06,2.2935e-05,2.5934e-05,2.9874e-17,2.7783e-07,1.1045e-06,2.5934e-05,1.4387e-18,1.3379e-08,5.3223e-08,2.5934e-05,6.9281e-20,6.443e-10,2.5614e-09,2.5934e-05,3.3363e-21,3.1027e-11,1.1237e-10,2.5934e-05,1.6067e-22,1.4942e-12,5.7556e-12,2.5934e-05,7.7371e-24,7.1954e-14,2.8605e-13
1.165e-05,1.2803e-11,0.11948,0.42975,2.4626e-05,1.4257e-12,0.013334,0.031745,2.5728e-05,7.2045e-14,0.00067387,0.0015672,2.5782e-05,3.4776e-15,3.2528e-05,7.5564e-05,2.5785e-05,1.6749e-16,1.5666e-06,3.6385e-06,2.5785e-05,8.0656e-18,7.5442e-08,1.7668e-07,2.5785e-05,3.8841e-19,3.633e-09,8.2931e-09,2.5785e-05,1.8705e-20,1.7495e-10,4.0641e-10,2.5785e-05,9.0075e-22,8.4252e-12,1.9571e-11,2.5785e-05,4.3377e-23,4.0573e-13,9.4248e-13
1.9544e-06,1.4434e-11,0.13369,0.79125,1.8273e-05,1.2428e-11,0.11676,0.17149,2.5176e-05,8.5477e-13,0.008041,0.0099644,2.5614e-05,4.1951e-14,0.00039467,0.00048468,2.5635e-05,2.0221e-15,1.9023e-05,2.335e-05,2.5636e-05,9.7379e-17,9.1614e-07,1.1245e-06,2.5636e-05,4.6895e-18,4.4118e-08,5.489e-08,2.5636e-05,2.2583e-19,2.1246e-09,3.1394e-09,2.5636e-05,1.0875e-20,1.0231e-10,4.4361e-10,2.5636e-05,5.2371e-22,4.927e-12,6.0479e-12
6.0428e-07,6.5339e-12,0.060427,0.9164,4.058e-06,2.9751e-11,0.27721,0.56601,2.0936e-05,1.0883e-11,0.10287,0.076597,2.5229e-05,6.4466e-13,0.0061,0.0040868,2.5475e-05,3.1378e-14,0.00029693,0.00019785,2.5486e-05,1.5118e-15,1.4306e-05,9.5287e-06,2.5487e-05,7.2807e-17,6.8896e-07,4.5925e-07,2.5487e-05,3.5061e-18,3.3178e-08,2.2029e-08,2.5487e-05,1.6884e-19,1.5977e-09,1.0643e-09,2.5487e-05,8.1309e-21,7.6942e-11,5.1253e-11
2.772e-07,3.7772e-12,0.034924,0.95445,9.7473e-07,1.2935e-11,0.1197,0.8429,4.6443e-06,3.7956e-11,0.3551,0.46474,2.0973e-05,1.2004e-11,0.11412,0.059141,2.509e-05,7.0551e-13,0.006715,0.0031401,2.5326e-05,3.4328e-14,0.00032675,0.00015198,2.5337e-05,1.6539e-15,1.5743e-05,7.3209e-06,2.5338e-05,7.965e-17,7.5815e-07,3.5261e-07,2.5338e-05,3.8357e-18,3.651e-08,1.7119e-08,2.5338e-05,1.8471e-19,1.7582e-09,8.1755e-10
1.5824e-07,2.5913e-12,0.023957,0.96998,3.9498e-07,6.4399e-12,0.059553,0.9253,1.0637e-06,1.6808e-11,0.15562,0.80355,3.3741e-06,4.0206e-11,0.37537,0.49402,1.8212e-05,1.9676e-11,0.18797,0.090645,2.4737e-05,1.3352e-12,0.012783,0.005258,2.5167e-05,6.5534e-14,0.00062747,0.0002558,2.5188e-05,3.1588e-15,3.0245e-05,1.2324e-05,2.5189e-05,1.5212e-16,1.4566e-06,5.9332e-07,2.5189e-05,7.3257e-18,7.0143e-08,2.8582e-08
1.0408e-07,1.9892e-12,0.018388,0.97762,2.0207e-07,3.8578e-12,0.035669,0.95658,4.2945e-07,8.1566e-12,0.075437,0.90809,9.2894e-07,1.7228e-11,0.15949,0.80485,2.1509e-06,3.5278e-11,0.32813,0.58892,1.0463e-05,4.01e-11,0.38314,0.20236,2.3462e-05,4.9411e-12,0.04757,0.015876,2.4959e-05,2.5481e-13,0.0024542,0.00079048,2.5036e-05,1.2312e-14,0.00011859,3.8129e-05,2.504e-05,5.9302e-16,5.7118e-06,1.8363e-06
7.5595e-08,1.6515e-12,0.015265,0.98184,1.2069e-07,2.6356e-12,0.024366,0.97101,2.1741e-07,4.7415e-12,0.043842,0.94782,3.9621e-07,8.6034e-12,0.079572,0.90523,7.2793e-07,1.5577e-11,0.14417,0.82789,1.3728e-06,2.7908e-11,0.25891,0.68828,2.9047e-06,4.7607e-11,0.44547,0.44184,1.4414e-05,3.218e-11,0.31035,0.11329,2.404e-05,2.7749e-12,0.02688,0.0075588,2.4849e-05,1.3861e-13,0.001343,0.00037128
5.9269e-08,1.4567e-12,0.013465,0.98426,8.094e-08,1.989e-12,0.018387,0.97851,1.287e-07,3.1613e-12,0.029227,0.96584,2.0808e-07,5.105e-12,0.047204,0.94482,3.3745e-07,8.2529e-12,0.076328,0.91073,5.4943e-07,1.3326e-11,0.12331,0.85561,9.0383e-07,2.1437e-11,0.1986,0.76669,1.5318e-06,3.4101e-11,0.31693,0.62404,2.8927e-06,5.199e-11,0.48774,0.39975,1.3034e-05,3.769e-11,0.36517,0.11121
