0.17117,0.0056424,0.0015452,0.16947,0.0047933,0.0032433,0.16755,0.0038341,0.0051619,0.16528,0.002699,0.0074319,0.16246,0.0012897,0.010251,0.16044,0.00027699,0.012276
0.17122,0.005914,0.0014954,0.16958,0.0050984,0.0031267,0.16776,0.0041875,0.0049484,0.16565,0.0031309,0.0070616,0.16305,0.0018294,0.0096646,0.16042,0.0005166,0.01229
0.17126,0.0061841,0.0014488,0.16969,0.0053989,0.0030191,0.16796,0.004531,0.004755,0.16598,0.0035409,0.0067352,0.1636,0.0023504,0.0091161,0.16074,0.00092024,0.011976
0.17131,0.0064526,0.0014052,0.16979,0.0056955,0.0029193,0.16813,0.0048659,0.0045787,0.16627,0.0039327,0.006445,0.16408,0.002837,0.0086364,0.16135,0.0014746,0.011361
0.17135,0.0067198,0.0013643,0.16988,0.0059886,0.0028266,0.16829,0.0051934,0.004417,0.16653,0.0043096,0.0061846,0.16449,0.0032925,0.0082189,0.16201,0.0020527,0.010699
0.17139,0.0069857,0.0013258,0.16997,0.0062786,0.0027402,0.16844,0.0055146,0.0042681,0.16676,0.004674,0.0059493,0.16486,0.0037226,0.007852,0.1626,0.0025935,0.01011
0.17142,0.0072506,0.0012895,0.17005,0.0065657,0.0026593,0.16858,0.0058302,0.0041304,0.16698,0.0050279,0.0057349,0.16519,0.0041323,0.0075262,0.16311,0.0030939,0.009603
0.17146,0.0075145,0.0012553,0.17013,0.0068504,0.0025835,0.16871,0.0061409,0.0040024,0.16717,0.0053728,0.0055385,0.16548,0.0045252,0.0072338,0.16355,0.003561,0.0091623
0.17149,0.0077774,0.0012229,0.1702,0.0071328,0.0025122,0.16883,0.0064473,0.0038832,0.16735,0.00571,0.0053577,0.16574,0.0049042,0.0069693,0.16394,0.0040017,0.0087743
0.17152,0.0080395,0.0011921,0.17027,0.0074131,0.002445,0.16894,0.0067497,0.0037717,0.16752,0.0060404,0.0051903,0.16598,0.0052715,0.0067282,0.16428,0.0044212,0.0084288
0.17155,0.0083008,0.001163,0.17033,0.0076915,0.0023816,0.16904,0.0070487,0.0036671,0.16768,0.0063649,0.0050348,0.1662,0.0056288,0.0065069,0.16459,0.0048234,0.0081178
0.17158,0.0085614,0.0011353,0.17039,0.0079682,0.0023217,0.16914,0.0073446,0.0035689,0.16782,0.0066841,0.0048898,0.16641,0.0059776,0.0063029,0.16488,0.0052113,0.0078356
0.1716,0.0088213,0.0011089,0.17045,0.0082433,0.0022649,0.16924,0.0076376,0.0034762,0.16796,0.0069987,0.0047541,0.1666,0.0063189,0.0061138,0.16513,0.005587,0.0075775
0.17163,0.0090806,0.0010838,0.1705,0.008517,0.0022109,0.16932,0.0079281,0.0033888,0.16808,0.0073091,0.0046268,0.16677,0.0066536,0.0059379,0.16537,0.0059525,0.0073401
0.17165,0.0093393,0.0010598,0.17055,0.0087894,0.0021597,0.16941,0.0082162,0.003306,0.1682,0.0076157,0.004507,0.16694,0.0069825,0.0057735,0.16559,0.006309,0.0071206
0.17167,0.0095975,0.0010369,0.1706,0.0090605,0.0021109,0.16948,0.0085022,0.0032276,0.16832,0.0079189,0.0043941,0.16709,0.0073062,0.0056196,0.16579,0.0066576,0.0069166
0.1717,0.0098552,0.001015,0.17065,0.0093305,0.0020644,0.16956,0.0087862,0.0031531,0.16842,0.008219,0.0042873,0.16724,0.0076252,0.0054749,0.16599,0.0069995,0.0067264
0.17172,0.010112,0.00099399,0.17069,0.0095994,0.00202,0.16963,0.0090683,0.0030822,0.16853,0.0085163,0.0041862,0.16737,0.0079401,0.0053386,0.16616,0.0073352,0.0065484
0.17174,0.010369,0.00097388,0.17073,0.0098674,0.0019775,0.1697,0.0093488,0.0030147,0.16862,0.0088111,0.0040902,0.1675,0.0082512,0.0052099,0.16633,0.0076655,0.0063813
0.17176,0.010626,0.0009546,0.17077,0.010134,0.0019369,0.16976,0.0096277,0.0029503,0.16871,0.0091034,0.003999,0.16762,0.0085589,0.005088,0.16649,0.0079909,0.0062239
0.17178,0.010882,0.00093609,0.17081,0.010401,0.001898,0.16982,0.0099052,0.0028888,0.1688,0.0093935,0.0039121,0.16774,0.0088634,0.0049725,0.16664,0.0083119,0.0060754
0.17179,0.011137,0.0009183,0.17085,0.010666,0.0018607,0.16988,0.010181,0.00283,0.16888,0.0096817,0.0038294,0.16785,0.009165,0.0048627,0.16678,0.0086289,0.0059349
0.17181,0.011392,0.00090119,0.17089,0.010931,0.001825,0.16994,0.010456,0.0027737,0.16896,0.0099679,0.0037503,0.16795,0.009464,0.0047582,0.16691,0.0089423,0.0058016
0.17183,0.011647,0.00088472,0.17092,0.011195,0.0017906,0.16999,0.01073,0.0027197,0.16904,0.010252,0.0036747,0.16805,0.0097605,0.0046586,0.16704,0.0092523,0.0056751
0.17184,0.011902,0.00086886,0.17095,0.011458,0.0017575,0.17004,0.011003,0.0026679,0.16911,0.010535,0.0036024,0.16815,0.010055,0.0045635,0.16716,0.0095592,0.0055547
