5.6277e+10,5.2643e+10,9.8485e+14,0,0,0,0,0,0,5.6277e+10,5.2643e+10,9.8485e+14,0,0,0,0,0,0,5.6277e+10,5.2643e+10,9.8485e+14,0,0,0,0,0,0,5.6277e+10,5.2643e+10,9.8485e+14,0,0,0,0,0,0,5.6277e+10,5.2643e+10,9.8485e+14,0,0,0,0,0,0,5.6277e+10,5.2643e+10,9.8485e+14,0,0,0,0,0,0,5.6277e+10,5.2643e+10,9.8485e+14,0,0,0,0,0,0,5.6277e+10,5.2643e+10,9.8485e+14,0,0,0,0,0,0,5.6277e+10,5.2643e+10,9.8485e+14,0,0,0,0,0,0
5.0058e+10,4.6825e+10,8.7212e+14,5.2316e+11,1.4703e-06,12.47,3.2646e-23,24.94,24.94,5.496e+10,5.141e+10,9.5654e+14,1.1069e+11,3.7461e-07,2.8968,1.7617e-24,5.7935,5.7935,5.6026e+10,5.2408e+10,9.749e+14,2.1079e+10,7.4116e-08,0.56232,6.6387e-26,1.1246,1.1246,5.623e+10,5.2599e+10,9.7842e+14,3.9285e+09,1.3914e-08,0.10518,2.3228e-27,0.21037,0.21037,5.6269e+10,5.2634e+10,9.7907e+14,7.2921e+08,2.5862e-09,0.019538,8.0141e-29,0.039075,0.039075,5.6276e+10,5.2641e+10,9.792e+14,1.3525e+08,4.798e-10,0.0036243,2.7578e-30,0.0072486,0.0072486,5.6277e+10,5.2642e+10,9.7922e+14,2.5083e+07,8.8985e-11,0.00067215,9.4852e-32,0.0013443,0.0013443,5.6277e+10,5.2642e+10,9.7922e+14,4.6517e+06,1.6502e-11,0.00012465,3.2621e-33,0.0002493,0.0002493,5.6277e+10,5.2643e+10,9.7922e+14,8.6265e+05,3.0603e-12,2.3116e-05,1.1219e-34,4.6232e-05,4.6232e-05
4.2781e+10,4.0018e+10,7.4252e+14,1.131e+12,2.3128e-06,23.039,1.1144e-22,46.078,46.078,5.2847e+10,4.9434e+10,9.1487e+14,2.867e+11,8.9233e-07,7.2144,1.0927e-23,14.429,14.429,5.5594e+10,5.2004e+10,9.619e+14,5.7052e+10,1.9641e-07,1.5103,4.7888e-25,3.0206,3.0206,5.6149e+10,5.2522e+10,9.714e+14,1.0726e+10,3.766e-08,0.28676,1.7264e-26,0.57351,0.57351,5.6253e+10,5.262e+10,9.7319e+14,1.9941e+09,7.0277e-09,0.053414,5.9898e-28,0.10683,0.10683,5.6273e+10,5.2638e+10,9.7352e+14,3.6998e+08,1.3048e-09,0.0099135,2.0633e-29,0.019827,0.019827,5.6276e+10,5.2642e+10,9.7358e+14,6.8618e+07,2.4202e-10,0.0018387,7.0981e-31,0.0036774,0.0036774,5.6277e+10,5.2642e+10,9.7359e+14,1.2725e+07,4.4884e-11,0.000341,2.4412e-32,0.00068199,0.00068199,5.6277e+10,5.2643e+10,9.736e+14,2.3599e+06,8.3237e-12,6.3237e-05,8.3957e-34,0.00012647,0.00012647
3.4418e+10,3.2195e+10,5.9589e+14,1.8273e+12,2.4125e-06,29.946,1.8827e-22,59.892,59.892,4.9058e+10,4.5889e+10,8.4508e+14,6.0044e+11,1.6025e-06,14.026,4.1302e-23,28.052,28.052,5.4712e+10,5.1179e+10,9.4133e+14,1.2999e+11,4.3099e-07,3.3865,2.4078e-24,6.7731,6.7731,5.5978e+10,5.2362e+10,9.6287e+14,2.488e+10,8.6326e-08,0.66314,9.2326e-26,1.3263,1.3263,5.6221e+10,5.259e+10,9.6702e+14,4.6414e+09,1.6244e-08,0.12425,3.2413e-27,0.2485,0.2485,5.6267e+10,5.2633e+10,9.6779e+14,8.617e+08,3.0207e-09,0.023087,1.119e-28,0.046173,0.046173,5.6275e+10,5.2641e+10,9.6794e+14,1.5983e+08,5.6046e-10,0.0042829,3.8511e-30,0.0085657,0.0085657,5.6277e+10,5.2642e+10,9.6796e+14,2.9642e+07,1.0395e-10,0.0007943,1.3246e-31,0.0015886,0.0015886,5.6277e+10,5.2642e+10,9.6797e+14,5.497e+06,1.9277e-11,0.0001473,4.5555e-33,0.00029461,0.00029461
2.6222e+10,2.4528e+10,4.5376e+14,2.5111e+12,1.9234e-06,31.353,2.0638e-22,62.706,62.706,4.2222e+10,3.9495e+10,7.2448e+14,1.1644e+12,2.293e-06,23.41,1.1506e-22,46.82,46.82,5.2649e+10,4.9249e+10,9.0094e+14,2.9974e+11,9.1528e-07,7.5143,1.1855e-23,15.029,15.029,5.5552e+10,5.1964e+10,9.5006e+14,5.99e+10,2.0352e-07,1.5844,5.2707e-25,3.1689,3.1689,5.6141e+10,5.2515e+10,9.6003e+14,1.1271e+10,3.9105e-08,0.30128,1.9057e-26,0.60257,0.60257,5.6252e+10,5.2619e+10,9.6191e+14,2.0958e+09,7.3002e-09,0.056135,6.6157e-28,0.11227,0.11227,5.6273e+10,5.2638e+10,9.6226e+14,3.8885e+08,1.3555e-09,0.010419,2.2792e-29,0.020838,0.020838,5.6276e+10,5.2642e+10,9.6233e+14,7.2118e+07,2.5143e-10,0.0019325,7.8408e-31,0.003865,0.003865,5.6277e+10,5.2642e+10,9.6234e+14,1.3374e+07,4.6629e-11,0.00035839,2.6967e-32,0.00071678,0.00071678
2.02e+10,1.8896e+10,3.4986e+14,3.0167e+12,1.3725e-06,29.017,1.7677e-22,58.034,58.034,3.2464e+10,3.0367e+10,5.5609e+14,1.9695e+12,2.2888e-06,30.444,1.9459e-22,60.888,60.888,4.7819e+10,4.4731e+10,8.1441e+14,6.9549e+11,1.7436e-06,15.836,5.265e-23,31.672,31.672,5.4389e+10,5.0876e+10,9.2495e+14,1.5503e+11,5.0206e-07,4.0149,3.3842e-24,8.0298,8.0298,5.5913e+10,5.2302e+10,9.5059e+14,2.9869e+10,1.022e-07,0.79522,1.3276e-25,1.5904,1.5904,5.6209e+10,5.2579e+10,9.5557e+14,5.5794e+09,1.9292e-08,0.14933,4.6817e-27,0.29866,0.29866,5.6265e+10,5.2631e+10,9.565e+14,1.0361e+09,3.5895e-09,0.027758,1.6176e-28,0.055515,0.055515,5.6275e+10,5.264e+10,9.5667e+14,1.9219e+08,6.6607e-10,0.0051498,5.5679e-30,0.0103,0.0103,5.6277e+10,5.2642e+10,9.5671e+14,3.5642e+07,1.2354e-10,0.00095509,1.9151e-31,0.0019102,0.0019102
1.6322e+10,1.5268e+10,2.83e+14,3.3446e+12,9.9457e-07,25.995,1.4187e-22,51.989,51.989,2.3368e+10,2.1859e+10,4.0075e+14,2.7248e+12,1.6427e-06,30.319,1.9299e-22,60.638,60.638,3.8332e+10,3.5856e+10,6.5095e+14,1.4714e+12,2.3635e-06,26.856,1.5142e-22,53.711,53.711,5.108e+10,4.7781e+10,8.6416e+14,4.2453e+11,1.2063e-06,10.326,2.2384e-23,20.651,20.651,5.5202e+10,5.1636e+10,9.3309e+14,8.7789e+10,2.9109e-07,2.3075,1.1179e-24,4.615,4.615,5.6073e+10,5.2452e+10,9.4768e+14,1.6635e+10,5.6907e-08,0.44416,4.1418e-26,0.88832,0.88832,5.6239e+10,5.2607e+10,9.5045e+14,3.0975e+09,1.0659e-08,0.082948,1.4445e-27,0.1659,0.1659,5.627e+10,5.2636e+10,9.5097e+14,5.7486e+08,1.9803e-09,0.015402,4.9807e-29,0.030805,0.030805,5.6276e+10,5.2641e+10,9.5106e+14,1.0662e+08,3.6736e-10,0.002857,1.7137e-30,0.0057141,0.0057141
1.3737e+10,1.285e+10,2.384e+14,3.5645e+12,7.5146e-07,23.315,1.1413e-22,46.63,46.63,1.7696e+10,1.6553e+10,3.0413e+14,3.2015e+12,1.1092e-06,26.976,1.5278e-22,53.952,53.952,2.6674e+10,2.4952e+10,4.5332e+14,2.429e+12,1.8908e-06,30.851,1.9983e-22,61.702,61.702,4.2742e+10,3.9982e+10,7.2043e+14,1.1015e+12,2.1834e-06,22.417,1.055e-22,44.834,44.834,5.2834e+10,4.9422e+10,8.8821e+14,2.795e+11,8.4434e-07,7.0313,1.038e-23,14.063,14.063,5.5591e+10,5.2001e+10,9.3406e+14,5.5635e+10,1.8597e-07,1.4727,4.5533e-25,2.9453,2.9453,5.6148e+10,5.2522e+10,9.4331e+14,1.046e+10,3.5664e-08,0.27964,1.6418e-26,0.55929,0.55929,5.6253e+10,5.262e+10,9.4506e+14,1.9447e+09,6.6554e-09,0.05209,5.6966e-28,0.10418,0.10418,5.6273e+10,5.2638e+10,9.4538e+14,3.6081e+08,1.2357e-09,0.0096678,1.9623e-29,0.019336,0.019336
1.1899e+10,1.1131e+10,2.0667e+14,3.7215e+12,5.8915e-07,21.085,9.334e-23,42.171,42.171,1.4327e+10,1.3401e+10,2.4671e+14,3.4879e+12,7.9364e-07,23.794,1.1886e-22,47.587,47.587,1.8897e+10,1.7677e+10,3.2216e+14,3.0768e+12,1.2058e-06,27.685,1.6092e-22,55.37,55.37,2.9541e+10,2.7633e+10,4.9798e+14,2.1761e+12,2.0608e-06,30.609,1.967e-22,61.218,61.218,4.5573e+10,4.263e+10,7.6293e+14,8.6515e+11,1.9364e-06,18.774,7.3997e-23,37.548,37.548,5.3751e+10,5.0279e+10,8.9808e+14,2.038e+11,6.3331e-07,5.216,5.7119e-24,10.432,10.432,5.5784e+10,5.2181e+10,9.3168e+14,3.9789e+10,1.3312e-07,1.0569,2.3451e-25,2.1137,2.1137,5.6185e+10,5.2556e+10,9.383e+14,7.4517e+09,2.5289e-08,0.19936,8.3438e-27,0.39871,0.39871,5.626e+10,5.2627e+10,9.3955e+14,1.3844e+09,4.711e-09,0.037087,2.8878e-28,0.074175,0.074175
1.0522e+10,9.8423e+09,1.8287e+14,3.8395e+12,4.7559e-07,19.236,7.7687e-23,38.472,38.472,1.2131e+10,1.1347e+10,2.0923e+14,3.6763e+12,6.0067e-07,21.235,9.4669e-23,42.47,42.47,1.4722e+10,1.3771e+10,2.5172e+14,3.4305e+12,8.1837e-07,24.048,1.2141e-22,48.095,48.095,1.9735e+10,1.846e+10,3.3398e+14,2.9858e+12,1.2669e-06,28.057,1.6528e-22,56.115,56.115,3.1449e+10,2.9418e+10,5.2634e+14,2.0063e+12,2.1378e-06,30.043,1.895e-22,60.086,60.086,4.7099e+10,4.4057e+10,7.8342e+14,7.3708e+11,1.7508e-06,16.53,5.7368e-23,33.061,33.061,5.4192e+10,5.0692e+10,8.9995e+14,1.6718e+11,5.2487e-07,4.3139,3.9071e-24,8.6278,8.6278,5.5874e+10,5.2265e+10,9.2757e+14,3.2341e+10,1.079e-07,0.86043,1.5543e-25,1.7209,1.7209,5.6202e+10,5.2572e+10,9.3296e+14,6.046e+09,2.0408e-08,0.1618,5.4961e-27,0.32359,0.32359
