0.17271,0,0,0.17271,0,0,0.17271,0,0,0.17271,0,0,0.17271,0,0
0.17185,6.2462e-05,0.000862,0.17174,7.1134e-06,0.0009727,0.17173,7.9998e-07,0.00098532,0.17172,8.9838e-08,0.00098674,0.17172,1.0087e-08,0.0009869
0.17103,0.00014426,0.0016853,0.17077,1.6747e-05,0.0019404,0.17074,1.8876e-06,0.0019701,0.17074,2.1203e-07,0.0019734,0.17074,2.3808e-08,0.0019738
0.17027,0.00025894,0.0024429,0.16981,3.0912e-05,0.0028989,0.16976,3.4954e-06,0.0029538,0.16975,3.9278e-07,0.00296,0.16975,4.4106e-08,0.0029607
0.16964,0.00043674,0.0030742,0.16887,5.4579e-05,0.0038385,0.16878,6.2058e-06,0.0039353,0.16877,6.9779e-07,0.0039463,0.16876,7.8361e-08,0.0039475
0.16928,0.00075031,0.003434,0.16798,0.00010245,0.0047297,0.1678,1.1782e-05,0.0049111,0.16778,1.3265e-06,0.004932,0.16778,1.4899e-07,0.0049343
0.16939,0.0012986,0.0033244,0.16722,0.00021355,0.0054944,0.16684,2.5235e-05,0.0058711,0.1668,2.85e-06,0.0059158,0.16679,3.2022e-07,0.0059209
0.16977,0.0019813,0.0029459,0.1667,0.00044876,0.0060109,0.16592,5.638e-05,0.0067957,0.16582,6.4147e-06,0.0068956,0.1658,7.2133e-07,0.006907
0.17012,0.0026499,0.0025955,0.16672,0.0009535,0.0059884,0.1651,0.00013942,0.0076166,0.16485,1.6185e-05,0.007863,0.16482,1.8242e-06,0.0078917
0.17039,0.0032822,0.0023178,0.16739,0.0017793,0.0053236,0.16456,0.00036602,0.0081503,0.16392,4.5036e-05,0.0087922,0.16384,5.111e-06,0.0088721
0.17061,0.003886,0.0020973,0.16804,0.0025996,0.0046701,0.16469,0.00092224,0.0080247,0.16311,0.00013396,0.0096013,0.16287,1.5537e-05,0.0098382
0.17079,0.0044689,0.0019183,0.16854,0.0033418,0.0041726,0.16564,0.0018931,0.00707,0.16269,0.00041887,0.010018,0.16196,5.2347e-05,0.010751
0.17094,0.0050367,0.0017697,0.16893,0.0040284,0.0037863,0.16649,0.0028099,0.0062233,0.16326,0.0011939,0.0094553,0.16125,0.00019191,0.011459
0.17107,0.005593,0.0016441,0.16924,0.0046772,0.0034757,0.16712,0.0036168,0.0055963,0.16447,0.0022936,0.0082429,0.16122,0.00066839,0.011493
0.17118,0.0061403,0.0015363,0.16949,0.0052991,0.0032187,0.1676,0.0043533,0.0051104,0.16537,0.0032394,0.0073382,0.1625,0.0018022,0.010212
0.17127,0.0066806,0.0014426,0.16971,0.0059012,0.0030015,0.16799,0.0050429,0.004718,0.16605,0.0040692,0.0066655,0.16371,0.0029024,0.008999
0.17135,0.0072152,0.0013603,0.1699,0.006488,0.0028148,0.16832,0.0056997,0.0043914,0.16658,0.0048274,0.006136,0.16458,0.0038294,0.008132
0.17142,0.0077452,0.0012874,0.17006,0.0070628,0.002652,0.1686,0.006332,0.0041138,0.16701,0.0055376,0.0057025,0.16524,0.0046551,0.0074674
0.17149,0.0082712,0.0012222,0.1702,0.007628,0.0025087,0.16884,0.0069455,0.0038736,0.16737,0.0062135,0.0053375,0.16578,0.0054165,0.0069315
0.17155,0.008794,0.0011636,0.17033,0.0081852,0.0023812,0.16905,0.0075442,0.0036632,0.16769,0.0068637,0.0050241,0.16623,0.0061334,0.0064847
0.1716,0.0093139,0.0011106,0.17044,0.0087358,0.0022669,0.16923,0.0081308,0.0034768,0.16796,0.0074938,0.0047508,0.16661,0.0068176,0.0061033
0.17165,0.0098315,0.0010623,0.17055,0.0092808,0.0021638,0.1694,0.0087076,0.0033103,0.1682,0.0081079,0.0045096,0.16694,0.0074767,0.0057721
0.17169,0.010347,0.0010183,0.17064,0.0098211,0.0020701,0.16955,0.009276,0.0031603,0.16842,0.0087089,0.0042946,0.16723,0.0081159,0.0054805
0.17173,0.010861,0.00097781,0.17073,0.010357,0.0019847,0.16969,0.0098374,0.0030244,0.16861,0.009299,0.0041012,0.16749,0.0087391,0.005221
0.17177,0.011373,0.00094054,0.17081,0.01089,0.0019064,0.16981,0.010393,0.0029005,0.16879,0.0098799,0.0039263,0.16772,0.009349,0.0049881
0.17181,0.011884,0.00090608,0.17088,0.011419,0.0018343,0.16992,0.010943,0.002787,0.16894,0.010453,0.0037669,0.16793,0.0099478,0.0047774
