6.3312e+10,5.9223e+10,1.108e+15,0,0,0,0,0,0,6.3312e+10,5.9223e+10,1.108e+15,0,0,0,0,0,0,6.3312e+10,5.9223e+10,1.108e+15,0,0,0,0,0,0,6.3312e+10,5.9223e+10,1.108e+15,0,0,0,0,0,0,6.3312e+10,5.9223e+10,1.108e+15,0,0,0,0,0,0,6.3312e+10,5.9223e+10,1.108e+15,0,0,0,0,0,0,6.3312e+10,5.9223e+10,1.108e+15,0,0,0,0,0,0,6.3312e+10,5.9223e+10,1.108e+15,0,0,0,0,0,0
5.6978e+10,5.3298e+10,9.9255e+14,5.3275e+11,1.3622e-06,11.42,2.7382e-23,22.841,22.841,6.2111e+10,5.81e+10,1.0809e+15,1.009e+11,3.0628e-07,2.3578,1.1671e-24,4.7156,4.7156,6.3105e+10,5.903e+10,1.0981e+15,1.7348e+10,5.4352e-08,0.41188,3.5616e-26,0.82376,0.82376,6.3277e+10,5.919e+10,1.101e+15,2.9305e+09,9.231e-09,0.069765,1.0218e-27,0.13953,0.13953,6.3306e+10,5.9217e+10,1.1015e+15,4.9354e+08,1.556e-09,0.011755,2.9009e-29,0.02351,0.02351,6.3311e+10,5.9222e+10,1.1016e+15,8.3077e+07,2.6197e-10,0.0019788,8.2209e-31,0.0039576,0.0039576,6.3312e+10,5.9223e+10,1.1016e+15,1.3983e+07,4.4094e-11,0.00033306,2.329e-32,0.00066613,0.00066613,6.3312e+10,5.9223e+10,1.1016e+15,2.3535e+06,7.4215e-12,5.6058e-05,6.5977e-34,0.00011212,0.00011212
4.9574e+10,4.6372e+10,8.6009e+14,1.1508e+12,2.2185e-06,21.463,9.6716e-23,42.926,42.926,6.0255e+10,5.6364e+10,1.043e+15,2.5544e+11,7.258e-07,5.7907,7.04e-24,11.581,11.581,6.2768e+10,5.8714e+10,1.086e+15,4.5433e+10,1.4002e-07,1.0729,2.4167e-25,2.1458,2.1458,6.3219e+10,5.9136e+10,1.0937e+15,7.7205e+09,2.4136e-08,0.18363,7.0794e-27,0.36726,0.36726,6.3296e+10,5.9208e+10,1.095e+15,1.3016e+09,4.0788e-09,0.030995,2.0169e-28,0.06199,0.06199,6.3309e+10,5.922e+10,1.0953e+15,2.1913e+08,6.8697e-10,0.0052192,5.7191e-30,0.010438,0.010438,6.3311e+10,5.9222e+10,1.0953e+15,3.6883e+07,1.1564e-10,0.00087852,1.6204e-31,0.001757,0.001757,6.3312e+10,5.9223e+10,1.0953e+15,6.2078e+06,1.9463e-11,0.00014787,4.5904e-33,0.00029573,0.00029573
4.0866e+10,3.8227e+10,7.069e+14,1.8746e+12,2.4485e-06,28.822,1.744e-22,57.644,57.644,5.703e+10,5.3347e+10,9.8204e+14,5.2223e+11,1.3224e-06,11.205,2.636e-23,22.41,22.41,6.2122e+10,5.811e+10,1.0687e+15,9.8803e+10,2.9658e-07,2.3092,1.1195e-24,4.6184,4.6184,6.3107e+10,5.9032e+10,1.0855e+15,1.6984e+10,5.2603e-08,0.40325,3.414e-26,0.8065,0.8065,6.3277e+10,5.9191e+10,1.0884e+15,2.869e+09,8.9333e-09,0.0683,9.7937e-28,0.1366,0.1366,6.3306e+10,5.9217e+10,1.0889e+15,4.8317e+08,1.5058e-09,0.011508,2.7803e-29,0.023015,0.023015,6.3311e+10,5.9222e+10,1.0889e+15,8.133e+07,2.5351e-10,0.0019372,7.8789e-31,0.0038744,0.0038744,6.3312e+10,5.9223e+10,1.089e+15,1.3689e+07,4.2671e-11,0.00032606,2.2321e-32,0.00065213,0.00065213
3.1544e+10,2.9507e+10,5.4507e+14,2.6503e+12,2.0603e-06,31.453,2.077e-22,62.906,62.906,5.1004e+10,4.771e+10,8.7435e+14,1.0187e+12,2.0539e-06,19.547,8.0218e-23,39.094,39.094,6.0663e+10,5.6745e+10,1.0378e+15,2.1883e+11,6.2287e-07,4.9942,5.2366e-24,9.9885,9.9885,6.2844e+10,5.8785e+10,1.0747e+15,3.8628e+10,1.1796e-07,0.91331,1.7512e-25,1.8266,1.8266,6.3233e+10,5.9149e+10,1.0813e+15,6.5554e+09,2.0265e-08,0.15595,5.1061e-27,0.3119,0.3119,6.3299e+10,5.921e+10,1.0824e+15,1.1049e+09,3.4226e-09,0.026312,1.4535e-28,0.052624,0.052624,6.331e+10,5.9221e+10,1.0826e+15,1.8601e+08,5.764e-10,0.0044304,4.121e-30,0.0088609,0.0088609,6.3312e+10,5.9223e+10,1.0826e+15,3.1308e+07,9.7024e-11,0.00074574,1.1676e-31,0.0014915,0.0014915
2.4001e+10,2.2451e+10,4.1504e+14,3.282e+12,1.4782e-06,29.636,1.844e-22,59.272,59.272,4.1248e+10,3.8584e+10,7.0511e+14,1.821e+12,2.3946e-06,28.259,1.6766e-22,56.519,56.519,5.7207e+10,5.3512e+10,9.7358e+14,5.0167e+11,1.2633e-06,10.797,2.4475e-23,21.594,21.594,6.216e+10,5.8145e+10,1.0569e+15,9.4584e+10,2.8095e-07,2.2119,1.0272e-24,4.4239,4.4239,6.3114e+10,5.9038e+10,1.073e+15,1.6248e+10,4.9748e-08,0.38581,3.1251e-26,0.77163,0.77163,6.3278e+10,5.9192e+10,1.0757e+15,2.7443e+09,8.446e-09,0.065333,8.9613e-28,0.13067,0.13067,6.3306e+10,5.9218e+10,1.0762e+15,4.6216e+08,1.4236e-09,0.011007,2.5438e-29,0.022015,0.022015,6.3311e+10,5.9222e+10,1.0763e+15,7.7794e+07,2.3967e-10,0.001853,7.2087e-31,0.003706,0.003706
1.9091e+10,1.7858e+10,3.3055e+14,3.6966e+12,1.0547e-06,26.551,1.4801e-22,53.102,53.102,2.995e+10,2.8015e+10,5.1204e+14,2.7539e+12,1.9094e-06,31.03,2.0215e-22,62.06,62.06,4.9474e+10,4.6279e+10,8.3854e+14,1.1323e+12,2.1239e-06,21.077,9.3266e-23,42.154,42.154,6.0226e+10,5.6336e+10,1.0184e+15,2.5193e+11,6.986e-07,5.7084,6.8412e-24,11.417,11.417,6.2763e+10,5.8709e+10,1.0608e+15,4.4833e+10,1.3495e-07,1.0586,2.3529e-25,2.1173,2.1173,6.3219e+10,5.9136e+10,1.0684e+15,7.6193e+09,2.3268e-08,0.18122,6.8948e-27,0.36244,0.36244,6.3296e+10,5.9208e+10,1.0697e+15,1.2845e+09,3.9323e-09,0.030589,1.9644e-28,0.061178,0.061178,6.3309e+10,5.922e+10,1.0699e+15,2.1626e+08,6.623e-10,0.0051509,5.5703e-30,0.010302,0.010302
1.5896e+10,1.4869e+10,2.7554e+14,3.9682e+12,7.8583e-07,23.732,1.1824e-22,47.464,47.464,2.1824e+10,2.0414e+10,3.7398e+14,3.4326e+12,1.2666e-06,28.184,1.6676e-22,56.367,56.367,3.6775e+10,3.44e+10,6.2245e+14,2.1686e+12,2.2444e-06,30.004,1.8901e-22,60.009,60.009,5.4857e+10,5.1314e+10,9.2307e+14,6.8686e+11,1.5725e-06,14.176,4.219e-23,28.352,28.352,6.1638e+10,5.7657e+10,1.0358e+15,1.3579e+11,3.9197e-07,3.1489,2.0817e-24,6.2978,6.2978,6.3022e+10,5.8951e+10,1.0588e+15,2.3547e+10,7.1039e-08,0.55829,6.5439e-26,1.1166,1.1166,6.3263e+10,5.9177e+10,1.0628e+15,3.9834e+09,1.211e-08,0.094809,1.8872e-27,0.18962,0.18962,6.3304e+10,5.9215e+10,1.0635e+15,6.7103e+08,2.0425e-09,0.015981,5.3622e-29,0.031963,0.031963
1.3675e+10,1.2791e+10,2.3726e+14,4.158e+12,6.0993e-07,21.392,9.6075e-23,42.784,42.784,1.7156e+10,1.6048e+10,2.9469e+14,3.8278e+12,8.75e-07,24.707,1.2816e-22,49.414,49.414,2.4885e+10,2.3277e+10,4.2231e+14,3.1486e+12,1.496e-06,29.478,1.8243e-22,58.955,58.955,4.2801e+10,4.0036e+10,7.1833e+14,1.662e+12,2.3103e-06,26.763,1.5038e-22,53.526,53.526,5.7883e+10,5.4145e+10,9.6759e+14,4.3812e+11,1.1094e-06,9.541,1.9112e-23,19.082,19.082,6.2301e+10,5.8277e+10,1.0406e+15,8.1516e+10,2.3894e-07,1.9107,7.6644e-25,3.8213,3.8213,6.3139e+10,5.9061e+10,1.0544e+15,1.3968e+10,4.2045e-08,0.3318,2.3113e-26,0.66359,0.66359,6.3283e+10,5.9196e+10,1.0568e+15,2.3581e+09,7.1304e-09,0.056143,6.6176e-28,0.11229,0.11229
1.2036e+10,1.1258e+10,2.0899e+14,4.2987e+12,4.8886e-07,19.465,7.9547e-23,38.93,38.93,1.4274e+10,1.3353e+10,2.4567e+14,4.0747e+12,6.4605e-07,21.883,1.0053e-22,43.765,43.765,1.8324e+10,1.7141e+10,3.1209e+14,3.6994e+12,9.5651e-07,25.503,1.3656e-22,51.007,51.007,2.7917e+10,2.6114e+10,4.6957e+14,2.8744e+12,1.7036e-06,30.19,1.9135e-22,60.38,60.38,4.718e+10,4.4133e+10,7.8597e+14,1.2975e+12,2.1753e-06,23.031,1.1136e-22,46.061,46.061,5.9509e+10,5.5666e+10,9.885e+14,3.05e+11,8.1118e-07,6.8285,9.7896e-24,13.657,13.657,6.2626e+10,5.8581e+10,1.0397e+15,5.5009e+10,1.6194e-07,1.2961,3.5268e-25,2.5922,2.5922,6.3195e+10,5.9114e+10,1.0491e+15,9.3716e+09,2.809e-08,0.22281,1.0423e-26,0.44563,0.44563
