4.4059e-06,1.0604e-10,1.1105e-08,0.82987,4.9958e-06,1.0211e-10,1.2223e-08,0.80555,5.9233e-06,9.6392e-11,1.3805e-08,0.76735,7.6604e-06,8.6479e-11,1.6191e-08,0.69587,1.1935e-05,6.3824e-11,1.8855e-08,0.52011,1.9441e-05,2.5755e-11,1.2499e-08,0.21167,2.3456e-05,5.6723e-12,3.3287e-09,0.046724,2.4391e-05,1.007e-12,6.1479e-10,0.0082986
3.9954e-06,1.0813e-10,1.0264e-08,0.8458,4.4185e-06,1.0512e-10,1.1115e-08,0.82824,5.0238e-06,1.0112e-10,1.2255e-08,0.80313,5.9857e-06,9.5224e-11,1.3877e-08,0.76327,7.8219e-06,8.4811e-11,1.6328e-08,0.68726,1.2408e-05,6.0627e-11,1.8752e-08,0.49756,1.9832e-05,2.305e-11,1.1484e-08,0.19066,2.3456e-05,4.9254e-12,2.9083e-09,0.040821
3.659e-06,1.0985e-10,9.545e-09,0.85885,3.9738e-06,1.0745e-10,1.0207e-08,0.84569,4.3953e-06,1.0445e-10,1.1055e-08,0.82808,4.9987e-06,1.0047e-10,1.219e-08,0.8029,5.9587e-06,9.4587e-11,1.3807e-08,0.76288,7.7946e-06,8.4182e-11,1.6251e-08,0.68641,1.2386e-05,5.9985e-11,1.8635e-08,0.49535,1.9757e-05,2.2678e-11,1.1326e-08,0.18874
3.3776e-06,1.1129e-10,8.9228e-09,0.86976,3.6187e-06,1.0932e-10,9.448e-09,0.8596,3.9261e-06,1.0696e-10,1.0096e-08,0.84667,4.3363e-06,1.0403e-10,1.0924e-08,0.82943,4.9204e-06,1.0016e-10,1.2029e-08,0.8049,5.8416e-06,9.4484e-11,1.3596e-08,0.76625,7.5757e-06,8.4606e-11,1.5959e-08,0.69358,1.1862e-05,6.1921e-11,1.8522e-08,0.51409
3.1384e-06,1.1252e-10,8.3791e-09,0.87903,3.3272e-06,1.1085e-10,8.8022e-09,0.87101,3.5593e-06,1.0894e-10,9.31e-09,0.86117,3.8539e-06,1.0666e-10,9.9345e-09,0.8487,4.2441e-06,1.0385e-10,1.0728e-08,0.83219,4.7938e-06,1.0016e-10,1.1779e-08,0.80896,5.6454e-06,9.4858e-11,1.3255e-08,0.77301,7.1986e-06,8.5913e-11,1.5469e-08,0.7075
2.9321e-06,1.1357e-10,7.8996e-09,0.88701,3.0828e-06,1.1215e-10,8.2452e-09,0.88057,3.2629e-06,1.1054e-10,8.6506e-09,0.87288,3.483e-06,1.087e-10,9.1348e-09,0.86348,3.7602e-06,1.0652e-10,9.7269e-09,0.85167,4.1236e-06,1.0386e-10,1.0473e-08,0.8362,4.6276e-06,1.0043e-10,1.1452e-08,0.81476,5.3895e-06,9.5607e-11,1.2808e-08,0.78239
2.7523e-06,1.1449e-10,7.4733e-09,0.89397,2.8745e-06,1.1325e-10,7.7591e-09,0.8887,3.0172e-06,1.1187e-10,8.088e-09,0.88256,3.1867e-06,1.1034e-10,8.4718e-09,0.87527,3.3924e-06,1.0858e-10,8.9277e-09,0.86644,3.6491e-06,1.0653e-10,9.4811e-09,0.85543,3.9811e-06,1.0405e-10,1.0172e-08,0.8412,4.433e-06,1.009e-10,1.1066e-08,0.82185
2.594e-06,1.1531e-10,7.0918e-09,0.90009,2.6944e-06,1.142e-10,7.3305e-09,0.89573,2.8095e-06,1.1301e-10,7.601e-09,0.89074,2.9432e-06,1.1169e-10,7.9108e-09,0.88495,3.1009e-06,1.1023e-10,8.2705e-09,0.87812,3.2907e-06,1.0857e-10,8.6947e-09,0.86991,3.5249e-06,1.0665e-10,9.2051e-09,0.8598,3.8234e-06,1.0437e-10,9.8351e-09,0.84692
2.4535e-06,1.1603e-10,6.7482e-09,0.90552,2.537e-06,1.1504e-10,6.9495e-09,0.90187,2.6311e-06,1.1398e-10,7.1745e-09,0.89775,2.7386e-06,1.1284e-10,7.4284e-09,0.89306,2.8626e-06,1.1159e-10,7.7177e-09,0.88765,3.0078e-06,1.102e-10,8.0514e-09,0.88132,3.1809e-06,1.0865e-10,8.442e-09,0.87378,3.392e-06,1.0687e-10,8.9077e-09,0.8646
2.3279e-06,1.1667e-10,6.437e-09,0.91038,2.3979e-06,1.1578e-10,6.6081e-09,0.90729,2.476e-06,1.1483e-10,6.7973e-09,0.90385,2.5637e-06,1.1382e-10,7.0079e-09,0.89998,2.6631e-06,1.1273e-10,7.2444e-09,0.89561,2.7772e-06,1.1154e-10,7.5124e-09,0.8906,2.9097e-06,1.1024e-10,7.8194e-09,0.88478,3.0661e-06,1.0879e-10,8.176e-09,0.87792
2.2149e-06,1.1726e-10,6.1538e-09,0.91475,2.2742e-06,1.1644e-10,6.3003e-09,0.91211,2.3395e-06,1.1558e-10,6.4607e-09,0.9092,2.4121e-06,1.1468e-10,6.6374e-09,0.90598,2.4932e-06,1.1371e-10,6.8333e-09,0.90238,2.5846e-06,1.1267e-10,7.0521e-09,0.89833,2.6887e-06,1.1156e-10,7.2987e-09,0.89372,2.8088e-06,1.1034e-10,7.5792e-09,0.88841
2.1126e-06,1.1778e-10,5.8949e-09,0.9187,2.1632e-06,1.1703e-10,6.0211e-09,0.91643,2.2184e-06,1.1625e-10,6.1582e-09,0.91395,2.2791e-06,1.1543e-10,6.3078e-09,0.91123,2.3461e-06,1.1456e-10,6.472e-09,0.90823,2.4207e-06,1.1364e-10,6.6532e-09,0.9049,2.5043e-06,1.1266e-10,6.8545e-09,0.90117,2.5988e-06,1.1161e-10,7.08e-09,0.89695
2.0195e-06,1.1826e-10,5.6573e-09,0.92229,2.063e-06,1.1757e-10,5.7667e-09,0.92032,2.1101e-06,1.1685e-10,5.8846e-09,0.91819,2.1613e-06,1.161e-10,6.0124e-09,0.91587,2.2174e-06,1.1531e-10,6.1513e-09,0.91334,2.279e-06,1.1448e-10,6.3031e-09,0.91056,2.3473e-06,1.1361e-10,6.4699e-09,0.90749,2.4232e-06,1.1269e-10,6.6542e-09,0.90408
1.9345e-06,1.187e-10,5.4384e-09,0.92557,1.9721e-06,1.1805e-10,5.5337e-09,0.92386,2.0125e-06,1.1739e-10,5.6358e-09,0.92201,2.0561e-06,1.167e-10,5.7457e-09,0.92002,2.1035e-06,1.1598e-10,5.8642e-09,0.91786,2.1551e-06,1.1523e-10,5.9927e-09,0.91552,2.2115e-06,1.1444e-10,6.1325e-09,0.91295,2.2737e-06,1.1361e-10,6.2853e-09,0.91013
1.8565e-06,1.191e-10,5.2361e-09,0.92858,1.8891e-06,1.185e-10,5.3195e-09,0.92708,1.924e-06,1.1788e-10,5.4084e-09,0.92547,1.9615e-06,1.1724e-10,5.5035e-09,0.92374,2.0019e-06,1.1657e-10,5.6054e-09,0.92189,2.0455e-06,1.1588e-10,5.715e-09,0.91989,2.0928e-06,1.1517e-10,5.8334e-09,0.91772,2.1443e-06,1.1442e-10,5.9617e-09,0.91536
1.7846e-06,1.1947e-10,5.0484e-09,0.93136,1.8131e-06,1.1891e-10,5.1218e-09,0.93003,1.8435e-06,1.1832e-10,5.1996e-09,0.92862,1.8759e-06,1.1773e-10,5.2823e-09,0.92711,1.9105e-06,1.1711e-10,5.3705e-09,0.92551,1.9477e-06,1.1648e-10,5.4648e-09,0.92378,1.9877e-06,1.1582e-10,5.5659e-09,0.92193,2.0309e-06,1.1513e-10,5.6747e-09,0.91993
