8.4416e+10,7.8964e+10,1.4773e+15,0,0,0,0,0,0,8.4416e+10,7.8964e+10,1.4773e+15,0,0,0,0,0,0,8.4416e+10,7.8964e+10,1.4773e+15,0,0,0,0,0,0,8.4416e+10,7.8964e+10,1.4773e+15,0,0,0,0,0,0,8.4416e+10,7.8964e+10,1.4773e+15,0,0,0,0,0,0,8.4416e+10,7.8964e+10,1.4773e+15,0,0,0,0,0,0
8.1413e+10,7.6154e+10,1.4213e+15,2.8226e+11,0.068586,4.8631,6.0185e-14,9.6575,9.6575,8.398e+10,7.8556e+10,1.4655e+15,4.0933e+10,0.010577,0.72747,1.3462e-15,1.4444,1.4444,8.4355e+10,7.8907e+10,1.472e+15,5.7361e+09,0.0014954,0.1024,2.6671e-17,0.2033,0.2033,8.4407e+10,7.8956e+10,1.4729e+15,7.999e+08,0.00020879,0.014288,5.193e-19,0.028368,0.028368,8.4415e+10,7.8963e+10,1.473e+15,1.1147e+08,2.9101e-05,0.0019913,1.0086e-20,0.0039536,0.0039536,8.4416e+10,7.8964e+10,1.4731e+15,1.5532e+07,4.055e-06,0.00027748,1.9584e-22,0.0005509,0.0005509
7.8227e+10,7.3174e+10,1.3624e+15,5.8036e+11,0.12993,9.6077,2.3505e-13,19.086,19.086,8.3477e+10,7.8085e+10,1.4527e+15,8.7969e+10,0.022399,1.554,6.1442e-15,3.0857,3.0857,8.4283e+10,7.884e+10,1.4666e+15,1.2409e+10,0.0032205,0.22134,1.2462e-16,0.43946,0.43946,8.4397e+10,7.8946e+10,1.4685e+15,1.7321e+09,0.00045072,0.030937,2.4345e-18,0.061422,0.061422,8.4413e+10,7.8961e+10,1.4688e+15,2.4141e+08,6.2841e-05,0.0043125,4.7307e-20,0.0085622,0.0085622,8.4415e+10,7.8963e+10,1.4688e+15,3.3639e+07,8.757e-06,0.00060094,9.1859e-22,0.0011931,0.0011931
7.483e+10,6.9997e+10,1.3002e+15,8.9684e+11,0.18336,14.202,5.1395e-13,28.222,28.222,8.2887e+10,7.7534e+10,1.4384e+15,1.4283e+11,0.035758,2.5054,1.5972e-14,4.9751,4.9751,8.4198e+10,7.876e+10,1.4609e+15,2.0307e+10,0.0052445,0.36184,3.3307e-16,0.71843,0.71843,8.4385e+10,7.8935e+10,1.4641e+15,2.8376e+09,0.00073607,0.050674,6.5321e-18,0.10061,0.10061,8.4412e+10,7.896e+10,1.4645e+15,3.9554e+08,0.00010267,0.0070658,1.27e-19,0.014029,0.014029,8.4415e+10,7.8963e+10,1.4646e+15,5.5117e+07,1.4307e-05,0.00098464,2.4663e-21,0.001955,0.001955
7.119e+10,6.6592e+10,1.2342e+15,1.2348e+12,0.22806,18.603,8.8238e-13,36.979,36.979,8.2184e+10,7.6876e+10,1.4222e+15,2.0797e+11,0.051047,3.617,3.3294e-14,7.183,7.183,8.4095e+10,7.8664e+10,1.4549e+15,2.9847e+10,0.0076676,0.53118,7.178e-16,1.0547,1.0547,8.4371e+10,7.8922e+10,1.4596e+15,4.1763e+09,0.0010799,0.074568,1.4145e-17,0.14806,0.14806,8.441e+10,7.8958e+10,1.4603e+15,5.8226e+08,0.00015069,0.010401,2.752e-19,0.020651,0.020651,8.4415e+10,7.8963e+10,1.4604e+15,8.1137e+07,2.1001e-05,0.0014495,5.3447e-21,0.0028779,0.0028779
6.7266e+10,6.2922e+10,1.1638e+15,1.598e+12,0.26303,22.748,1.3202e-12,45.232,45.232,8.1327e+10,7.6075e+10,1.4035e+15,2.8694e+11,0.068788,4.9386,6.208e-14,9.8084,9.8084,8.3967e+10,7.8544e+10,1.4485e+15,4.166e+10,0.01064,0.74028,1.3943e-15,1.4699,1.4699,8.4353e+10,7.8905e+10,1.4551e+15,5.839e+09,0.0015048,0.10423,2.764e-17,0.20696,0.20696,8.4407e+10,7.8956e+10,1.456e+15,8.1427e+08,0.00021012,0.014545,5.3821e-19,0.02888,0.02888,8.4415e+10,7.8963e+10,1.4562e+15,1.1347e+08,2.9286e-05,0.0020271,1.0454e-20,0.0040249,0.0040249
6.3015e+10,5.8945e+10,1.0881e+15,1.9905e+12,0.2871,26.545,1.7992e-12,52.803,52.803,8.026e+10,7.5076e+10,1.3813e+15,3.8509e+11,0.089672,6.5408,1.0892e-13,12.992,12.992,8.3803e+10,7.8391e+10,1.4415e+15,5.6733e+10,0.014391,1.0062,2.5758e-15,1.9979,1.9979,8.433e+10,7.8883e+10,1.4505e+15,7.9688e+09,0.0020467,0.14221,5.1455e-17,0.28238,0.28238,8.4404e+10,7.8953e+10,1.4517e+15,1.1116e+09,0.000286,0.019856,1.003e-18,0.039425,0.039425,8.4414e+10,7.8962e+10,1.4519e+15,1.5491e+08,3.9867e-05,0.0027674,1.9484e-20,0.005495,0.005495
5.8395e+10,5.4623e+10,1.0066e+15,2.4165e+12,0.29892,29.863,2.2789e-12,59.427,59.427,7.8891e+10,7.3796e+10,1.3541e+15,5.1054e+11,0.11457,8.5236,1.8502e-13,16.933,16.933,8.3586e+10,7.8187e+10,1.4337e+15,7.6662e+10,0.019291,1.3561,4.6792e-15,2.6928,2.6928,8.4299e+10,7.8854e+10,1.4457e+15,1.0799e+10,0.0027635,0.19265,9.4428e-17,0.38254,0.38254,8.44e+10,7.8949e+10,1.4475e+15,1.507e+09,0.00038657,0.026917,1.8433e-18,0.053447,0.053447,8.4414e+10,7.8962e+10,1.4477e+15,2.1003e+08,5.3893e-05,0.0037519,3.5815e-20,0.00745,0.00745
5.339e+10,4.9942e+10,9.1912e+14,2.8779e+12,0.29731,32.516,2.7041e-12,64.735,64.735,7.7087e+10,7.2108e+10,1.3196e+15,6.7556e+11,0.14439,11.021,3.0941e-13,21.897,21.897,8.3285e+10,7.7906e+10,1.4244e+15,1.0408e+11,0.02593,1.8345,8.5644e-15,3.6431,3.6431,8.4256e+10,7.8814e+10,1.4408e+15,1.472e+10,0.0037522,0.26246,1.7528e-16,0.52118,0.52118,8.4394e+10,7.8943e+10,1.4431e+15,2.0553e+09,0.00052562,0.036708,3.4284e-18,0.07289,0.07289,8.4413e+10,7.8961e+10,1.4435e+15,2.8647e+08,7.3294e-05,0.0051175,6.6632e-20,0.010162,0.010162
4.8065e+10,4.4961e+10,8.2671e+14,3.3693e+12,0.28198,34.271,3.0068e-12,68.261,68.261,7.4655e+10,6.9834e+10,1.2748e+15,8.9748e+11,0.1795,14.179,5.124e-13,28.179,28.179,8.2855e+10,7.7504e+10,1.413e+15,1.4331e+11,0.035234,2.5128,1.607e-14,4.9904,4.9904,8.4194e+10,7.8756e+10,1.4355e+15,2.0383e+10,0.0051732,0.36318,3.3562e-16,0.72118,0.72118,8.4385e+10,7.8935e+10,1.4388e+15,2.8484e+09,0.00072618,0.050867,6.5836e-18,0.10101,0.10101,8.4412e+10,7.896e+10,1.4392e+15,3.9705e+08,0.00010129,0.0070928,1.2801e-19,0.014084,0.014084
4.2645e+10,3.9891e+10,7.3325e+14,3.8709e+12,0.25506,34.934,3.1271e-12,69.613,69.613,7.1377e+10,6.6767e+10,1.216e+15,1.1962e+12,0.21826,18.069,8.3262e-13,35.921,35.921,8.2222e+10,7.6911e+10,1.3982e+15,2.0088e+11,0.048502,3.4953,3.1099e-14,6.9421,6.9421,8.4101e+10,7.8669e+10,1.4298e+15,2.8814e+10,0.0072759,0.51284,6.6925e-16,1.0184,1.0184,8.4372e+10,7.8923e+10,1.4343e+15,4.0315e+09,0.0010245,0.071983,1.3185e-17,0.14294,0.14294,8.441e+10,7.8958e+10,1.435e+15,5.6207e+08,0.00014296,0.01004,2.5651e-19,0.019938,0.019938
3.7523e+10,3.51e+10,6.4531e+14,4.3471e+12,0.2219,34.52,3.056e-12,68.817,68.817,6.7099e+10,6.2765e+10,1.1407e+15,1.5856e+12,0.25523,22.516,1.2938e-12,44.776,44.776,8.1288e+10,7.6038e+10,1.3784e+15,2.8553e+11,0.067203,4.9119,6.1427e-14,9.7566,9.7566,8.3961e+10,7.8539e+10,1.4232e+15,4.1477e+10,0.010408,0.73698,1.3822e-15,1.4636,1.4636,8.4352e+10,7.8904e+10,1.4298e+15,5.8138e+09,0.0014724,0.10378,2.7409e-17,0.20609,0.20609,8.4407e+10,7.8956e+10,1.4307e+15,8.1076e+08,0.0002056,0.014482,5.3372e-19,0.028759,0.028759
3.3062e+10,3.0927e+10,5.6894e+14,4.7641e+12,0.18899,33.334,2.8518e-12,66.478,66.478,6.1823e+10,5.783e+10,1.0492e+15,2.0655e+12,0.28189,27.024,1.8654e-12,53.766,53.766,7.993e+10,7.4767e+10,1.3517e+15,4.0847e+11,0.092709,6.9094,1.2158e-13,13.726,13.726,8.3752e+10,7.8342e+10,1.4155e+15,6.0453e+10,0.015051,1.0715,2.9218e-15,2.1279,2.1279,8.4323e+10,7.8876e+10,1.4251e+15,8.497e+09,0.0021442,0.15163,5.8508e-17,0.30111,0.30111,8.4403e+10,7.8952e+10,1.4264e+15,1.1854e+09,0.0002997,0.021174,1.1409e-18,0.042047,0.042047
2.9389e+10,2.7491e+10,5.0614e+14,5.1094e+12,0.16034,31.778,2.5935e-12,63.396,63.396,5.5667e+10,5.2072e+10,9.4361e+14,2.6255e+12,0.29031,30.931,2.4463e-12,61.571,61.571,7.7956e+10,7.2922e+10,1.3148e+15,5.8663e+11,0.12634,9.678,2.3862e-13,19.23,19.23,8.3432e+10,7.8044e+10,1.406e+15,8.9262e+10,0.021991,1.576,6.3223e-15,3.1301,3.1301,8.4277e+10,7.8834e+10,1.4201e+15,1.2599e+10,0.0031666,0.22471,1.2851e-16,0.44625,0.44625,8.4397e+10,7.8946e+10,1.4221e+15,1.7587e+09,0.00044328,0.031412,2.5111e-18,0.062381,0.062381
2.6426e+10,2.4719e+10,4.5548e+14,5.3895e+12,0.13689,30.14,2.3342e-12,60.144,60.144,4.8854e+10,4.5698e+10,8.2768e+14,3.2467e+12,0.27651,33.567,2.8844e-12,66.858,66.858,7.5057e+10,7.021e+10,1.2628e+15,8.4788e+11,0.1689,13.468,4.6233e-13,26.767,26.767,8.2928e+10,7.7572e+10,1.3935e+15,1.3458e+11,0.032664,2.3618,1.42e-14,4.691,4.691,8.4204e+10,7.8766e+10,1.4147e+15,1.9123e+10,0.0047839,0.34077,2.9554e-16,0.67675,0.67675,8.4386e+10,7.8936e+10,1.4177e+15,2.6719e+09,0.00067129,0.047716,5.7945e-18,0.094761,0.094761
2.4027e+10,2.2475e+10,4.1446e+14,5.6173e+12,0.11806,28.563,2.0971e-12,57.007,57.007,4.1889e+10,3.9183e+10,7.0994e+14,3.8848e+12,0.24347,34.438,3.0396e-12,68.632,68.632,7.0832e+10,6.6257e+10,1.1891e+15,1.2281e+12,0.21747,18.409,8.6447e-13,36.601,36.601,8.211e+10,7.6807e+10,1.3758e+15,2.0802e+11,0.04936,3.6147,3.3267e-14,7.18,7.18,8.4085e+10,7.8654e+10,1.4085e+15,2.9884e+10,0.0074328,0.53177,7.1973e-16,1.0561,1.0561,8.437e+10,7.892e+10,1.4132e+15,4.182e+09,0.0010472,0.074669,1.419e-17,0.14829,0.14829
2.2058e+10,2.0633e+10,3.8078e+14,5.8051e+12,0.10293,27.099,1.8882e-12,54.094,54.094,3.5608e+10,3.3308e+10,6.042e+14,4.4645e+12,0.20253,33.643,2.9039e-12,67.083,67.083,6.506e+10,6.0858e+10,1.0902e+15,1.7471e+12,0.26067,24.055,1.4774e-12,47.849,47.849,8.0794e+10,7.5576e+10,1.35e+15,3.2586e+11,0.074663,5.5716,7.9056e-14,11.069,11.069,8.3886e+10,7.8468e+10,1.401e+15,4.7656e+10,0.011763,0.84601,1.8218e-15,1.6803,1.6803,8.4342e+10,7.8894e+10,1.4085e+15,6.6865e+09,0.0016682,0.11935,3.6254e-17,0.23703,0.23703
2.0416e+10,1.9097e+10,3.5267e+14,5.9623e+12,0.090634,25.76,1.7068e-12,51.43,51.43,3.0584e+10,2.8608e+10,5.1976e+14,4.9326e+12,0.1654,31.925,2.6171e-12,63.684,63.684,5.7905e+10,5.4165e+10,9.6922e+14,2.3907e+12,0.2824,29.297,2.1941e-12,58.311,58.311,7.8731e+10,7.3646e+10,1.312e+15,5.1007e+11,0.1107,8.4986,1.8401e-13,16.886,16.886,8.356e+10,7.8163e+10,1.3914e+15,7.6765e+10,0.018746,1.3575,4.6909e-15,2.6962,2.6962,8.4295e+10,7.8851e+10,1.4035e+15,1.0817e+10,0.0026878,0.19297,9.4778e-17,0.38324,0.38324
1.9025e+10,1.7796e+10,3.2885e+14,6.0959e+12,0.080528,24.543,1.5497e-12,49.006,49.006,2.6772e+10,2.5043e+10,4.5573e+14,5.291e+12,0.13622,29.977,2.3089e-12,59.817,59.817,4.9752e+10,4.6539e+10,8.3257e+14,3.1259e+12,0.27271,32.912,2.7728e-12,65.551,65.551,7.5496e+10,7.062e+10,1.2549e+15,7.9849e+11,0.159,12.757,4.1487e-13,25.356,25.356,8.3007e+10,7.7646e+10,1.3782e+15,1.2592e+11,0.030257,2.2119,1.2457e-14,4.3936,4.3936,8.4216e+10,7.8777e+10,1.398e+15,1.7873e+10,0.0044197,0.31854,2.5829e-16,0.63267,0.63267
1.7831e+10,1.6679e+10,3.0837e+14,6.2109e+12,0.072115,23.436,1.4134e-12,46.8,46.8,2.3873e+10,2.2331e+10,4.0699e+14,5.566e+12,0.11414,28.12,2.0327e-12,56.125,56.125,4.1405e+10,3.873e+10,6.9355e+14,3.8833e+12,0.23503,34.026,2.9679e-12,67.818,67.818,7.0469e+10,6.5918e+10,1.1689e+15,1.246e+12,0.21581,18.582,8.809e-13,36.948,36.948,8.2035e+10,7.6736e+10,1.3581e+15,2.1227e+11,0.049681,3.6852,3.4583e-14,7.3207,7.3207,8.4073e+10,7.8643e+10,1.3915e+15,3.0526e+10,0.0075004,0.54311,7.509e-16,1.0787,1.0787
1.6792e+10,1.5707e+10,2.9056e+14,6.3112e+12,0.06503,22.428,1.2946e-12,44.79,44.79,2.1613e+10,2.0217e+10,3.6898e+14,5.7821e+12,0.097341,26.446,1.7987e-12,52.796,52.796,3.4204e+10,3.1995e+10,5.7409e+14,4.5433e+12,0.18814,32.887,2.7757e-12,65.586,65.586,6.336e+10,5.9268e+10,1.0495e+15,1.8787e+12,0.26282,25.191,1.6209e-12,50.118,50.118,8.0353e+10,7.5163e+10,1.3266e+15,3.6118e+11,0.080889,6.1418,9.6087e-14,12.203,12.203,8.3818e+10,7.8404e+10,1.3831e+15,5.3142e+10,0.01294,0.94264,2.2622e-15,1.8723,1.8723
1.5879e+10,1.4854e+10,2.749e+14,6.3995e+12,0.059,21.505,1.1905e-12,42.952,42.952,1.9804e+10,1.8525e+10,3.3851e+14,5.9563e+12,0.084305,24.963,1.603e-12,49.841,49.841,2.8848e+10,2.6985e+10,4.8533e+14,5.0405e+12,0.14889,30.773,2.4324e-12,61.396,61.396,5.4565e+10,5.1041e+10,9.033e+14,2.6626e+12,0.27631,30.746,2.4181e-12,61.216,61.216,7.7547e+10,7.2538e+10,1.2769e+15,6.091e+11,0.12675,9.9958,2.5464e-13,19.865,19.865,8.3364e+10,7.7979e+10,1.3715e+15,9.3225e+10,0.022389,1.6447,6.8871e-15,3.2669,3.2669
1.507e+10,1.4097e+10,2.61e+14,6.478e+12,0.053818,20.66,1.0988e-12,41.266,41.266,1.8319e+10,1.7136e+10,3.1347e+14,6.1001e+12,0.073971,23.649,1.4391e-12,47.224,47.224,2.5017e+10,2.3401e+10,4.2183e+14,5.4008e+12,0.12029,28.593,2.1014e-12,57.066,57.066,4.4907e+10,4.2007e+10,7.4402e+14,3.5279e+12,0.24837,33.527,2.88e-12,66.806,66.806,7.2868e+10,6.8162e+10,1.1972e+15,1.0218e+12,0.18741,15.757,6.3325e-13,31.326,31.326,8.2518e+10,7.7188e+10,1.3537e+15,1.6764e+11,0.039338,2.9276,2.1826e-14,5.8158,5.8158
1.4347e+10,1.342e+10,2.4857e+14,6.5483e+12,0.049327,19.881,1.0177e-12,39.714,39.714,1.7075e+10,1.5972e+10,2.9248e+14,6.2214e+12,0.065615,22.481,1.3007e-12,44.896,44.896,2.2207e+10,2.0772e+10,3.752e+14,5.6682e+12,0.099695,26.638,1.8247e-12,53.176,53.176,3.6082e+10,3.3751e+10,5.9919e+14,4.327e+12,0.19726,33.04,2.8009e-12,65.883,65.883,6.5593e+10,6.1357e+10,1.076e+15,1.6632e+12,0.24694,23.088,1.3612e-12,45.929,45.929,8.0927e+10,7.57e+10,1.3238e+15,3.0735e+11,0.06918,5.2637,7.0578e-14,10.458,10.458
1.3696e+10,1.2811e+10,2.3737e+14,6.6117e+12,0.045405,19.163,9.4559e-13,38.28,38.28,1.6015e+10,1.498e+10,2.7457e+14,6.3252e+12,0.058741,21.437,1.1829e-12,42.815,42.815,2.0063e+10,1.8767e+10,3.3958e+14,5.8744e+12,0.084502,24.942,1.6003e-12,49.799,49.799,2.9572e+10,2.7662e+10,4.9255e+14,4.9253e+12,0.15136,30.824,2.4403e-12,61.496,61.496,5.6027e+10,5.2409e+10,9.1861e+14,2.5079e+12,0.27173,29.735,2.2614e-12,59.199,59.199,7.8086e+10,7.3043e+10,1.274e+15,5.5611e+11,0.11626,9.1897,2.1523e-13,18.263,18.263
1.3106e+10,1.2259e+10,2.2723e+14,6.6692e+12,0.041956,18.497,8.8112e-13,36.952,36.952,1.5098e+10,1.4123e+10,2.5906e+14,6.4154e+12,0.053,20.498,1.0817e-12,40.943,40.943,1.8368e+10,1.7182e+10,3.114e+14,6.0389e+12,0.072941,23.475,1.418e-12,46.877,46.877,2.5136e+10,2.3513e+10,4.1988e+14,5.3397e+12,0.11894,28.404,2.0738e-12,56.69,56.69,4.5258e+10,4.2335e+10,7.4285e+14,3.464e+12,0.24539,33.177,2.8202e-12,66.109,66.109,7.3083e+10,6.8363e+10,1.1897e+15,9.9362e+11,0.18164,15.367,6.0239e-13,30.553,30.553
1.2569e+10,1.1757e+10,2.1798e+14,6.7216e+12,0.038905,17.878,8.2324e-13,35.718,35.718,1.4295e+10,1.3372e+10,2.4547e+14,6.4947e+12,0.048142,19.648,9.9403e-13,39.248,39.248,1.699e+10,1.5892e+10,2.8843e+14,6.174e+12,0.063896,22.198,1.2683e-12,44.333,44.333,2.2026e+10,2.0604e+10,3.6887e+14,5.6347e+12,0.096645,26.265,1.7741e-12,52.433,52.433,3.5507e+10,3.3214e+10,5.845e+14,4.3403e+12,0.18995,32.614,2.7295e-12,65.038,65.038,6.4945e+10,6.075e+10,1.0558e+15,1.705e+12,0.24596,23.434,1.4027e-12,46.623,46.623
1.2077e+10,1.1297e+10,2.0952e+14,6.7696e+12,0.03619,17.302,7.7108e-13,34.568,34.568,1.3586e+10,1.2708e+10,2.3345e+14,6.565e+12,0.043985,18.875,9.1746e-13,37.706,37.706,1.5841e+10,1.4818e+10,2.6928e+14,6.2873e+12,0.056646,21.078,1.1437e-12,42.099,42.099,1.9731e+10,1.8457e+10,3.3118e+14,5.8554e+12,0.08079,24.45,1.538e-12,48.82,48.82,2.8649e+10,2.6799e+10,4.7331e+14,4.9676e+12,0.14213,30.118,2.3304e-12,60.095,60.095,5.4146e+10,5.0649e+10,8.8013e+14,2.6512e+12,0.26604,30.379,2.3614e-12,60.493,60.493
