0.15199,0,0
0.15157,7.7021e-06,0.00041884
0.15115,1.5676e-05,0.00083714
0.15073,2.3941e-05,0.0012549
0.15031,3.2522e-05,0.0016719
0.1499,4.1443e-05,0.0020883
0.14948,5.0733e-05,0.002504
0.14907,6.0424e-05,0.0029189
0.14865,7.0553e-05,0.0033329
0.14824,8.1161e-05,0.0037459
0.14783,9.2295e-05,0.0041579
0.14742,0.00010401,0.0045687
0.14701,0.00011637,0.0049782
0.1466,0.00012945,0.0053863
0.14619,0.00014333,0.0057928
0.14579,0.00015812,0.0061975
0.14539,0.00017393,0.0066001
0.14499,0.00019093,0.0070003
0.14459,0.00020929,0.0073979
0.14419,0.00022923,0.0077922
0.1438,0.00025105,0.0081828
0.14342,0.00027512,0.0085689
0.14304,0.00030194,0.0089495
0.14266,0.00033216,0.0093233
0.1423,0.00036675,0.0096884
0.14194,0.0004071,0.010042
0.14161,0.00045542,0.01038
0.14129,0.00051547,0.010694
0.14102,0.00059451,0.01097
0.14081,0.00070991,0.011173
0.14081,0.00092715,0.011173
0.14312,0.0022957,0.0088703
0.14436,0.0031351,0.0076257
0.14501,0.0036793,0.0069714
0.14548,0.0041303,0.0065037
0.14585,0.0045319,0.0061348
0.14616,0.004902,0.0058288
0.14642,0.0052501,0.0055668
0.14665,0.0055818,0.0053377
0.14685,0.0059007,0.0051342
0.14703,0.0062093,0.0049513
0.1472,0.0065094,0.0047852
0.14735,0.0068025,0.0046334
0.14749,0.0070895,0.0044936
0.14762,0.0073713,0.0043643
0.14774,0.0076485,0.004244
0.14785,0.0079218,0.0041317
0.14796,0.0081915,0.0040265
0.14806,0.0084581,0.0039277
0.14815,0.0087218,0.0038345
0.14824,0.0089829,0.0037464
