4.309e-06,1.0671e-10,1.0914e-08,0.83386,4.723e-06,1.0389e-10,1.1717e-08,0.81679,5.2908e-06,1.0024e-10,1.275e-08,0.79339,6.132e-06,9.5157e-11,1.4132e-08,0.75875,7.5381e-06,8.7155e-11,1.6048e-08,0.7009,1.037e-05,7.1962e-11,1.8409e-08,0.58445,1.62e-05,4.207e-11,1.6968e-08,0.34483,2.1815e-05,1.3867e-11,7.562e-09,0.11413,2.3949e-05,3.2104e-12,1.924e-09,0.02645,2.4459e-05,6.6795e-13,4.0892e-10,0.0055044
3.9233e-06,1.0867e-10,1.0115e-08,0.8488,4.2277e-06,1.0645e-10,1.0737e-08,0.83616,4.6211e-06,1.0375e-10,1.1507e-08,0.81983,5.1557e-06,1.0028e-10,1.2491e-08,0.79766,5.9363e-06,9.5517e-11,1.3799e-08,0.76532,7.2113e-06,8.8191e-11,1.5607e-08,0.71253,9.6973e-06,7.4735e-11,1.7957e-08,0.60968,1.5028e-05,4.7256e-11,1.7767e-08,0.38925,2.1047e-05,1.6963e-11,8.976e-09,0.14041,2.3629e-05,4.0648e-12,2.4179e-09,0.033691
3.6039e-06,1.1029e-10,9.4264e-09,0.86116,3.8345e-06,1.0849e-10,9.9172e-09,0.85151,4.12e-06,1.0639e-10,1.0506e-08,0.83958,4.4854e-06,1.0384e-10,1.123e-08,0.82432,4.9751e-06,1.0062e-10,1.2147e-08,0.80388,5.6754e-06,9.6278e-11,1.3354e-08,0.77468,6.7822e-06,8.9822e-11,1.5008e-08,0.72857,8.8347e-06,7.8551e-11,1.7257e-08,0.64312,1.3323e-05,5.5184e-11,1.8467e-08,0.45638,1.9715e-05,2.2887e-11,1.1405e-08,0.19047
3.3346e-06,1.1166e-10,8.8274e-09,0.87157,3.5135e-06,1.1016e-10,9.2207e-09,0.86403,3.728e-06,1.0846e-10,9.6812e-09,0.855,3.991e-06,1.0649e-10,1.023e-08,0.84394,4.3235e-06,1.0412e-10,1.0899e-08,0.82996,4.7615e-06,1.0118e-10,1.1737e-08,0.81157,5.3724e-06,9.732e-11,1.2825e-08,0.78593,6.3007e-06,9.1792e-11,1.4296e-08,0.74701,7.9179e-06,8.273e-11,1.6335e-08,0.67925,1.1334e-05,6.465e-11,1.8459e-08,0.53619
3.1041e-06,1.1283e-10,8.3013e-09,0.88048,3.2458e-06,1.1156e-10,8.6209e-09,0.87447,3.4113e-06,1.1015e-10,8.9877e-09,0.86745,3.6078e-06,1.0855e-10,9.4144e-09,0.85912,3.8464e-06,1.0672e-10,9.9188e-09,0.84902,4.1438e-06,1.0455e-10,1.0527e-08,0.83643,4.5279e-06,1.0191e-10,1.128e-08,0.82019,5.0493e-06,9.8525e-11,1.2241e-08,0.79817,5.8093e-06,9.3879e-11,1.3518e-08,0.7661,7.0473e-06,8.6758e-11,1.5281e-08,0.71389
2.9044e-06,1.1384e-10,7.8354e-09,0.8882,3.0185e-06,1.1274e-10,8.0983e-09,0.88332,3.149e-06,1.1154e-10,8.3952e-09,0.87774,3.3003e-06,1.1022e-10,8.7337e-09,0.87128,3.4783e-06,1.0874e-10,9.1246e-09,0.86368,3.6918e-06,1.0705e-10,9.5827e-09,0.85458,3.954e-06,1.0508e-10,1.0129e-08,0.84342,4.286e-06,1.0273e-10,1.0796e-08,0.82929,4.7241e-06,9.9795e-11,1.1632e-08,0.81066,5.337e-06,9.5928e-11,1.2719e-08,0.78462
2.7296e-06,1.1473e-10,7.4198e-09,0.89495,2.8227e-06,1.1377e-10,7.6385e-09,0.89093,2.9275e-06,1.1273e-10,7.882e-09,0.88642,3.0467e-06,1.116e-10,8.1553e-09,0.88129,3.1836e-06,1.1036e-10,8.4649e-09,0.8754,3.3432e-06,1.0899e-10,8.8197e-09,0.86855,3.5323e-06,1.0745e-10,9.2314e-09,0.86043,3.761e-06,1.0567e-10,9.717e-09,0.85063,4.0448e-06,1.0359e-10,1.0301e-08,0.83847,4.4092e-06,1.0106e-10,1.102e-08,0.82287
2.5752e-06,1.1552e-10,7.0468e-09,0.90091,2.6522e-06,1.1466e-10,7.2303e-09,0.89757,2.7376e-06,1.1375e-10,7.4324e-09,0.89386,2.8332e-06,1.1277e-10,7.6562e-09,0.88971,2.9411e-06,1.1171e-10,7.906e-09,0.88504,3.0641e-06,1.1056e-10,8.1871e-09,0.87971,3.206e-06,1.093e-10,8.5065e-09,0.87357,3.3721e-06,1.0789e-10,8.8737e-09,0.86639,3.5699e-06,1.063e-10,9.3017e-09,0.85785,3.8107e-06,1.0446e-10,9.809e-09,0.84746
2.4378e-06,1.1622e-10,6.71e-09,0.90621,2.502e-06,1.1545e-10,6.8654e-09,0.9034,2.5726e-06,1.1463e-10,7.0348e-09,0.90031,2.6505e-06,1.1377e-10,7.2204e-09,0.89691,2.7371e-06,1.1285e-10,7.4249e-09,0.89312,2.8342e-06,1.1187e-10,7.6518e-09,0.88889,2.9439e-06,1.108e-10,7.9054e-09,0.8841,3.0693e-06,1.0964e-10,8.1912e-09,0.87864,3.2144e-06,1.0836e-10,8.5166e-09,0.87233,3.3846e-06,1.0693e-10,8.8916e-09,0.86492
2.3146e-06,1.1685e-10,6.4044e-09,0.91097,2.3688e-06,1.1615e-10,6.5369e-09,0.90858,2.4276e-06,1.1542e-10,6.6802e-09,0.90598,2.492e-06,1.1464e-10,6.8358e-09,0.90314,2.5626e-06,1.1383e-10,7.0054e-09,0.90003,2.6407e-06,1.1297e-10,7.1914e-09,0.89659,2.7276e-06,1.1205e-10,7.3964e-09,0.89277,2.8251e-06,1.1106e-10,7.6239e-09,0.88849,2.9354e-06,1.1e-10,7.8784e-09,0.88365,3.0615e-06,1.0883e-10,8.1655e-09,0.87812
2.2036e-06,1.1742e-10,6.1258e-09,0.91525,2.2496e-06,1.1678e-10,6.2396e-09,0.9132,2.2992e-06,1.1611e-10,6.3617e-09,0.91099,2.3529e-06,1.1541e-10,6.4933e-09,0.90861,2.4113e-06,1.1469e-10,6.6355e-09,0.90601,2.4751e-06,1.1392e-10,6.7899e-09,0.90318,2.5453e-06,1.1311e-10,6.9583e-09,0.90007,2.6228e-06,1.1226e-10,7.1428e-09,0.89664,2.709e-06,1.1134e-10,7.3463e-09,0.89282,2.8057e-06,1.1037e-10,7.5721e-09,0.88855
2.1029e-06,1.1793e-10,5.8707e-09,0.91913,2.1422e-06,1.1734e-10,5.969e-09,0.91737,2.1844e-06,1.1673e-10,6.0739e-09,0.91547,2.2297e-06,1.161e-10,6.1861e-09,0.91344,2.2785e-06,1.1544e-10,6.3064e-09,0.91125,2.3314e-06,1.1475e-10,6.436e-09,0.90889,2.3889e-06,1.1403e-10,6.5761e-09,0.90632,2.4517e-06,1.1327e-10,6.728e-09,0.90351,2.5206e-06,1.1248e-10,6.8936e-09,0.90044,2.5967e-06,1.1163e-10,7.075e-09,0.89705
2.0112e-06,1.184e-10,5.6362e-09,0.92267,2.0451e-06,1.1785e-10,5.7216e-09,0.92113,2.0811e-06,1.1729e-10,5.8122e-09,0.9195,2.1196e-06,1.1671e-10,5.9086e-09,0.91776,2.1609e-06,1.161e-10,6.0113e-09,0.91589,2.2052e-06,1.1548e-10,6.1211e-09,0.91389,2.2529e-06,1.1483e-10,6.2389e-09,0.91174,2.3045e-06,1.1415e-10,6.3656e-09,0.90942,2.3606e-06,1.1345e-10,6.5024e-09,0.90689,2.4218e-06,1.127e-10,6.6506e-09,0.90414
1.9273e-06,1.1883e-10,5.42e-09,0.9259,1.9566e-06,1.1832e-10,5.4945e-09,0.92456,1.9877e-06,1.1779e-10,5.5733e-09,0.92314,2.0207e-06,1.1726e-10,5.6565e-09,0.92164,2.0558e-06,1.167e-10,5.7449e-09,0.92003,2.0933e-06,1.1613e-10,5.8387e-09,0.91833,2.1333e-06,1.1554e-10,5.9386e-09,0.9165,2.1763e-06,1.1493e-10,6.0454e-09,0.91455,2.2226e-06,1.1429e-10,6.1598e-09,0.91245,2.2726e-06,1.1363e-10,6.2827e-09,0.91018
1.8502e-06,1.1922e-10,5.2199e-09,0.92888,1.8757e-06,1.1874e-10,5.2853e-09,0.9277,1.9027e-06,1.1826e-10,5.354e-09,0.92645,1.9311e-06,1.1775e-10,5.4264e-09,0.92514,1.9613e-06,1.1724e-10,5.5028e-09,0.92376,1.9932e-06,1.1671e-10,5.5836e-09,0.92229,2.0272e-06,1.1617e-10,5.6691e-09,0.92073,2.0634e-06,1.1561e-10,5.7599e-09,0.91907,2.1021e-06,1.1503e-10,5.8566e-09,0.91729,2.1435e-06,1.1443e-10,5.9597e-09,0.9154
1.7791e-06,1.1958e-10,5.0342e-09,0.93161,1.8015e-06,1.1913e-10,5.0918e-09,0.93057,1.8249e-06,1.1868e-10,5.1521e-09,0.92948,1.8496e-06,1.1821e-10,5.2153e-09,0.92833,1.8757e-06,1.1773e-10,5.2818e-09,0.92712,1.9031e-06,1.1724e-10,5.3518e-09,0.92585,1.9322e-06,1.1674e-10,5.4255e-09,0.9245,1.9629e-06,1.1622e-10,5.5034e-09,0.92308,1.9956e-06,1.1569e-10,5.5858e-09,0.92157,2.0303e-06,1.1514e-10,5.6732e-09,0.91996
