7.5374e-06,1.004e-10,0.0020012,0.70537,1.1874e-05,7.4357e-11,0.0023672,0.52966,1.9815e-05,2.9185e-11,0.0015628,0.20953,2.3952e-05,6.057e-12,0.00039261,0.043547,2.4858e-05,1.0116e-12,6.8061e-05,0.0072741,2.5011e-05,1.6203e-13,1.0969e-05,0.0011652,2.5035e-05,2.5775e-14,1.7467e-06,0.00018536
6.9263e-06,1.0387e-10,0.0019015,0.72937,1.0203e-05,8.373e-11,0.0022891,0.59603,1.7746e-05,4.0405e-11,0.0019413,0.29063,2.3258e-05,9.5156e-12,0.0006006,0.068608,2.4671e-05,1.6374e-12,0.00010967,0.01181,2.4918e-05,2.6363e-13,1.7834e-05,0.0019015,2.4958e-05,4.1972e-14,2.844e-06,0.00030274
6.4143e-06,1.0678e-10,0.0018095,0.74947,8.8965e-06,9.1131e-11,0.0021702,0.64807,1.5371e-05,5.3426e-11,0.0022259,0.38473,2.2214e-05,1.4921e-11,0.00090203,0.10788,2.4407e-05,2.696e-12,0.00017916,0.019502,2.4812e-05,4.3787e-13,2.9584e-05,0.0031677,2.4878e-05,6.9812e-14,4.7295e-06,0.00050506
5.9791e-06,1.0926e-10,0.0017252,0.76655,7.8925e-06,9.6861e-11,0.0020441,0.68809,1.2933e-05,6.6947e-11,0.0023471,0.48214,2.0663e-05,2.3183e-11,0.0013068,0.16803,2.4002e-05,4.536e-12,0.00029731,0.032909,2.4682e-05,7.4819e-13,5.0437e-05,0.005429,2.4795e-05,1.1959e-13,8.0991e-06,0.00086781
5.6044e-06,1.1139e-10,0.0016481,0.78126,7.1107e-06,1.0135e-10,0.0019251,0.71925,1.0789e-05,7.8983e-11,0.0023079,0.56829,1.8522e-05,3.4778e-11,0.0017609,0.25258,2.3359e-05,7.703e-12,0.0004928,0.056048,2.4507e-05,1.3056e-12,8.7658e-05,0.0095026,2.4704e-05,2.0966e-13,1.419e-05,0.001526
5.2779e-06,1.1326e-10,0.0015775,0.79407,6.4876e-06,1.0495e-10,0.001817,0.74408,9.1449e-06,8.8328e-11,0.0021843,0.63458,1.5912e-05,4.909e-11,0.0021379,0.35695,2.2336e-05,1.2996e-11,0.0007972,0.094823,2.4252e-05,2.3097e-12,0.00015391,0.01686,2.46e-05,3.7399e-13,2.5282e-05,0.0027303
4.9906e-06,1.149e-10,0.0015128,0.80533,5.9792e-06,1.079e-10,0.0017202,0.76433,7.9425e-06,9.5236e-11,0.0020422,0.6831,1.314e-05,6.4482e-11,0.002319,0.46885,2.0719e-05,2.1619e-11,0.0012332,0.15814,2.3843e-05,4.1729e-12,0.0002742,0.030553,2.447e-05,6.8642e-13,4.6295e-05,0.0050264
4.7356e-06,1.1637e-10,0.0014533,0.81533,5.5558e-06,1.1037e-10,0.0016336,0.78119,7.0506e-06,1.0041e-10,0.0019084,0.7191,1.0703e-05,7.8203e-11,0.0022877,0.56784,1.8369e-05,3.4383e-11,0.0017423,0.252,2.3152e-05,7.6083e-12,0.00048687,0.055868,2.4287e-05,1.2893e-12,8.657e-05,0.00947
4.5075e-06,1.1768e-10,0.0013985,0.82427,5.1967e-06,1.1248e-10,0.001556,0.79547,6.3668e-06,1.0441e-10,0.0017894,0.74668,8.9053e-06,8.8474e-11,0.002149,0.6411,1.5452e-05,5.044e-11,0.0021521,0.37003,2.1988e-05,1.3688e-11,0.00083418,0.10079,2.4004e-05,2.451e-12,0.00016314,0.018057
4.302e-06,1.1886e-10,0.0013478,0.83232,4.8876e-06,1.1429e-10,0.001486,0.80776,5.8253e-06,1.076e-10,0.0016851,0.76851,7.6483e-06,9.5753e-11,0.0019932,0.69238,1.2423e-05,6.734e-11,0.0023085,0.49369,2.007e-05,2.4002e-11,0.0013383,0.17716,2.3515e-05,4.7558e-12,0.00031104,0.035141
4.1158e-06,1.1993e-10,0.0013007,0.83962,4.6182e-06,1.1588e-10,0.0014227,0.81846,5.3844e-06,1.1022e-10,0.0015935,0.78627,6.7457e-06,1.0104e-10,0.0018515,0.72919,9.9441e-06,8.1394e-11,0.0022288,0.59547,1.7292e-05,3.9194e-11,0.0018858,0.28975,2.2641e-05,9.216e-12,0.000582,0.068294
3.9462e-06,1.209e-10,0.001257,0.84626,4.3809e-06,1.1728e-10,0.0013652,0.82789,5.0171e-06,1.1241e-10,0.0015127,0.80105,6.0686e-06,1.0506e-10,0.0017287,0.75679,8.2385e-06,9.1227e-11,0.0020642,0.66566,1.3998e-05,5.7453e-11,0.0022381,0.42479,2.1096e-05,1.7428e-11,0.0010282,0.12949
3.7909e-06,1.218e-10,0.0012162,0.85233,4.1699e-06,1.1853e-10,0.0013125,0.83626,4.7054e-06,1.1428e-10,0.0014409,0.81359,5.5401e-06,1.0822e-10,0.001623,0.77831,7.0842e-06,9.7988e-11,0.0019017,0.7132,1.0934e-05,7.4711e-11,0.0022692,0.55138,1.8559e-05,3.1224e-11,0.0016239,0.23246
3.6482e-06,1.2262e-10,0.0011781,0.85792,3.9807e-06,1.1965e-10,0.0012642,0.84376,4.4367e-06,1.159e-10,0.0013767,0.82438,5.1142e-06,1.1079e-10,0.0015316,0.79564,6.2637e-06,1.0286e-10,0.0017611,0.74696,8.7545e-06,8.7217e-11,0.0021148,0.64177,1.5185e-05,4.9849e-11,0.0021226,0.37137
3.5165e-06,1.2338e-10,0.0011424,0.86307,3.8099e-06,1.2067e-10,0.0012197,0.85053,4.2021e-06,1.1732e-10,0.0013188,0.8338,4.762e-06,1.1293e-10,0.0014518,0.80995,5.6495e-06,1.0655e-10,0.0016421,0.77222,7.3427e-06,9.5472e-11,0.0019358,0.7004,1.1713e-05,6.9324e-11,0.0022734,0.51568
3.3945e-06,1.2408e-10,0.0011088,0.86785,3.6549e-06,1.2159e-10,0.0011785,0.85667,3.9951e-06,1.1858e-10,0.0012663,0.8421,4.4647e-06,1.1475e-10,0.0013814,0.82202,5.1697e-06,1.0947e-10,0.001541,0.79193,6.3879e-06,1.0115e-10,0.0017794,0.74004,9.116e-06,8.4174e-11,0.0021416,0.62415
3.2811e-06,1.2474e-10,0.0010773,0.87228,3.5133e-06,1.2243e-10,0.0011403,0.86228,3.8106e-06,1.197e-10,0.0012184,0.84949,4.2095e-06,1.1632e-10,0.0013189,0.83237,4.7824e-06,1.1185e-10,0.0014542,0.80782,5.6996e-06,1.0531e-10,0.0016489,0.76859,7.4824e-06,9.3719e-11,0.0019504,0.69251
3.1755e-06,1.2535e-10,0.0010475,0.87641,3.3834e-06,1.2321e-10,0.0011047,0.86742,3.645e-06,1.2071e-10,0.0011746,0.85612,3.9875e-06,1.1769e-10,0.0012628,0.84136,4.4616e-06,1.1384e-10,0.0013787,0.82097,5.1767e-06,1.0851e-10,0.0015398,0.79026,6.4226e-06,1.0003e-10,0.0017813,0.73686
3.0768e-06,1.2592e-10,0.0010195,0.88027,3.2638e-06,1.2393e-10,0.0010714,0.87215,3.4953e-06,1.2163e-10,0.0011342,0.86211,3.792e-06,1.1891e-10,0.0012122,0.84928,4.1903e-06,1.1553e-10,0.0013124,0.83207,4.7631e-06,1.1107e-10,0.0014475,0.80737,5.6822e-06,1.0453e-10,0.0016422,0.76782
2.9844e-06,1.2645e-10,0.00099288,0.88388,3.1531e-06,1.2459e-10,0.0010403,0.87653,3.3591e-06,1.2247e-10,0.0010969,0.86756,3.6181e-06,1.1999e-10,0.0011662,0.85631,3.9571e-06,1.17e-10,0.0012535,0.84161,4.4259e-06,1.1318e-10,0.0013682,0.82131,5.1319e-06,1.0792e-10,0.0015276,0.7908
2.8976e-06,1.2696e-10,0.0009677,0.88727,3.0503e-06,1.2521e-10,0.001011,0.88059,3.2345e-06,1.2324e-10,0.0010623,0.87254,3.4623e-06,1.2097e-10,0.0011242,0.8626,3.7538e-06,1.1829e-10,0.0012009,0.84991,4.1442e-06,1.1497e-10,0.0012993,0.83294,4.7036e-06,1.1059e-10,0.0014317,0.80866
2.8159e-06,1.2743e-10,0.0009438,0.89046,2.9546e-06,1.2578e-10,0.00098352,0.88436,3.12e-06,1.2394e-10,0.0010301,0.87711,3.3216e-06,1.2186e-10,0.0010856,0.86828,3.5745e-06,1.1943e-10,0.0011534,0.85722,3.9043e-06,1.165e-10,0.0012386,0.84283,4.3584e-06,1.1278e-10,0.0013502,0.82304
2.7389e-06,1.2787e-10,0.00092109,0.89347,2.8652e-06,1.2632e-10,0.00095757,0.88789,3.0143e-06,1.246e-10,0.00099995,0.88132,3.1937e-06,1.2267e-10,0.00105,0.87344,3.415e-06,1.2045e-10,0.0011102,0.86372,3.6969e-06,1.1783e-10,0.0011847,0.85136,4.0726e-06,1.1461e-10,0.0012799,0.83493
2.6661e-06,1.2829e-10,0.00089948,0.89631,2.7816e-06,1.2682e-10,0.00093306,0.89119,2.9165e-06,1.2521e-10,0.00097176,0.88523,3.0769e-06,1.2341e-10,0.001017,0.87814,3.2718e-06,1.2137e-10,0.0010709,0.86955,3.5153e-06,1.1901e-10,0.0011364,0.85884,3.8309e-06,1.1618e-10,0.0012184,0.84497
2.5973e-06,1.2869e-10,0.00087889,0.899,2.703e-06,1.273e-10,0.00090986,0.89429,2.8254e-06,1.2577e-10,0.0009453,0.88885,2.9695e-06,1.2409e-10,0.00098636,0.88247,3.1423e-06,1.2221e-10,0.0010347,0.87482,3.3544e-06,1.2006e-10,0.0010927,0.86544,3.6232e-06,1.1753e-10,0.0011641,0.85359
2.5321e-06,1.2907e-10,0.00085924,0.90154,2.6291e-06,1.2774e-10,0.00088786,0.89721,2.7406e-06,1.263e-10,0.00092039,0.89224,2.8705e-06,1.2473e-10,0.00095778,0.88645,3.0245e-06,1.2298e-10,0.0010014,0.8796,3.2107e-06,1.2101e-10,0.001053,0.87134,3.442e-06,1.1873e-10,0.0011156,0.86109
2.4702e-06,1.2943e-10,0.00084048,0.90396,2.5594e-06,1.2816e-10,0.00086697,0.89996,2.6612e-06,1.268e-10,0.00089689,0.8954,2.7788e-06,1.2531e-10,0.00093103,0.89013,2.9167e-06,1.2368e-10,0.00097048,0.88398,3.0813e-06,1.2186e-10,0.0010167,0.87664,3.2823e-06,1.1979e-10,0.001072,0.8677
2.4113e-06,1.2977e-10,0.00082254,0.90625,2.4935e-06,1.2856e-10,0.0008471,0.90255,2.5867e-06,1.2726e-10,0.00087468,0.89836,2.6936e-06,1.2586e-10,0.00090595,0.89356,2.8176e-06,1.2433e-10,0.00094177,0.888,2.964e-06,1.2264e-10,0.00098338,0.88145,3.14e-06,1.2074e-10,0.0010325,0.87358
2.3553e-06,1.301e-10,0.00080537,0.90844,2.4312e-06,1.2894e-10,0.00082818,0.905,2.5167e-06,1.277e-10,0.00085365,0.90114,2.6141e-06,1.2637e-10,0.00088235,0.89675,2.7261e-06,1.2493e-10,0.000915,0.8917,2.8569e-06,1.2336e-10,0.00095258,0.88582,3.0122e-06,1.2161e-10,0.00099645,0.87886
2.3019e-06,1.3041e-10,0.00078891,0.91052,2.3721e-06,1.2929e-10,0.00081013,0.90733,2.4508e-06,1.2811e-10,0.00083371,0.90376,2.5397e-06,1.2685e-10,0.00086011,0.89973,2.6413e-06,1.2549e-10,0.00088995,0.89514,2.7588e-06,1.2402e-10,0.00092401,0.88983,2.8966e-06,1.2239e-10,0.0009634,0.88362
2.2509e-06,1.307e-10,0.00077313,0.91251,2.316e-06,1.2963e-10,0.00079289,0.90954,2.3885e-06,1.285e-10,0.00081475,0.90623,2.47e-06,1.273e-10,0.0008391,0.90253,2.5624e-06,1.2601e-10,0.00086644,0.89833,2.6684e-06,1.2463e-10,0.00089743,0.89353,2.7914e-06,1.2311e-10,0.00093295,0.88796
2.2023e-06,1.3098e-10,0.00075798,0.91441,2.2627e-06,1.2996e-10,0.00077641,0.91164,2.3296e-06,1.2887e-10,0.00079671,0.90857,2.4045e-06,1.2773e-10,0.00081921,0.90515,2.4888e-06,1.265e-10,0.00084433,0.9013,2.5847e-06,1.2519e-10,0.00087261,0.89694,2.695e-06,1.2377e-10,0.00090478,0.89192
2.1557e-06,1.3125e-10,0.00074343,0.91623,2.2118e-06,1.3026e-10,0.00076064,0.91364,2.2738e-06,1.2922e-10,0.00077952,0.91079,2.3427e-06,1.2813e-10,0.00080035,0.90762,2.4199e-06,1.2696e-10,0.00082348,0.90409,2.507e-06,1.2572e-10,0.00084937,0.9001,2.6064e-06,1.2438e-10,0.0008786,0.89556
2.1111e-06,1.3151e-10,0.00072944,0.91796,2.1634e-06,1.3056e-10,0.00074553,0.91554,2.2209e-06,1.2956e-10,0.00076311,0.91289,2.2844e-06,1.2851e-10,0.00078243,0.90996,2.3552e-06,1.2739e-10,0.00080378,0.9067,2.4346e-06,1.2621e-10,0.00082754,0.90305,2.5245e-06,1.2495e-10,0.00085418,0.89892
2.0684e-06,1.3176e-10,0.00071597,0.91963,2.1171e-06,1.3084e-10,0.00073103,0.91736,2.1705e-06,1.2987e-10,0.00074743,0.91489,2.2292e-06,1.2886e-10,0.00076538,0.91216,2.2943e-06,1.278e-10,0.00078512,0.90915,2.3669e-06,1.2668e-10,0.00080698,0.9058,2.4486e-06,1.2548e-10,0.00083135,0.90204
2.0274e-06,1.32e-10,0.00070301,0.92123,2.0729e-06,1.3111e-10,0.00071712,0.9191,2.1225e-06,1.3018e-10,0.00073244,0.91679,2.1769e-06,1.2921e-10,0.00074913,0.91426,2.2369e-06,1.2819e-10,0.00076743,0.91147,2.3034e-06,1.2711e-10,0.00078758,0.90838,2.3778e-06,1.2598e-10,0.00080993,0.90494
1.9881e-06,1.3223e-10,0.00069051,0.92276,2.0306e-06,1.3136e-10,0.00070375,0.92077,2.0768e-06,1.3047e-10,0.00071807,0.9186,2.1272e-06,1.2953e-10,0.00073363,0.91624,2.1826e-06,1.2855e-10,0.00075061,0.91365,2.2438e-06,1.2753e-10,0.00076924,0.9108,2.3118e-06,1.2644e-10,0.00078979,0.90764
