2.6083e-05,0,0,0,2.6083e-05,0,0,0,2.6083e-05,0,0,0,2.6083e-05,0,0,0,2.6083e-05,0,0,0,2.6083e-05,0,0,0,2.6083e-05,0,0,0,2.6083e-05,0,0,0,2.6083e-05,0,0,0
2.3098e-05,1.4159e-11,7.7532e-09,0.11051,2.5333e-05,2.9959e-12,1.8011e-09,0.023407,2.582e-05,5.7049e-13,3.4963e-10,0.0044582,2.5913e-05,1.0633e-13,6.54e-11,0.00083093,2.593e-05,1.9736e-14,1.2148e-11,0.00015424,2.5933e-05,3.6607e-15,2.2534e-12,2.8608e-05,2.5934e-05,6.7888e-16,4.1792e-13,5.3055e-06,2.5934e-05,1.259e-16,7.7502e-14,9.839e-07,2.5934e-05,2.3348e-17,1.4373e-14,1.8246e-07
1.9665e-05,3.0611e-11,1.4325e-08,0.23983,2.423e-05,7.7595e-12,4.4856e-09,0.060951,2.5475e-05,1.5441e-12,9.3902e-10,0.012136,2.5727e-05,2.9029e-13,1.7829e-10,0.0022817,2.5774e-05,5.3971e-14,3.321e-11,0.00042422,2.5783e-05,1.0014e-14,6.1638e-12,7.8708e-05,2.5785e-05,1.8571e-15,1.1432e-12,1.4598e-05,2.5785e-05,3.4441e-16,2.1202e-13,2.7071e-06,2.5785e-05,6.387e-17,3.9318e-14,5.0203e-07
1.5782e-05,4.9456e-11,1.8619e-08,0.38843,2.2381e-05,1.6251e-11,8.7207e-09,0.12828,2.4931e-05,3.5183e-12,2.1056e-09,0.027807,2.5501e-05,6.7337e-13,4.1231e-10,0.0053233,2.5611e-05,1.2562e-13,7.7255e-11,0.00099313,2.5631e-05,2.3322e-14,1.4354e-11,0.00018438,2.5635e-05,4.3259e-15,2.6629e-12,3.42e-05,2.5636e-05,8.0226e-16,4.9386e-13,6.3425e-06,2.5636e-05,1.4878e-16,9.1587e-14,1.1762e-06
1.2018e-05,6.7963e-11,1.9494e-08,0.53406,1.9187e-05,3.1516e-11,1.4555e-08,0.24976,2.3861e-05,8.1125e-12,4.6721e-09,0.064466,2.5162e-05,1.6212e-12,9.8514e-10,0.01289,2.5426e-05,3.0504e-13,1.8733e-10,0.0024256,2.5476e-05,5.6722e-14,3.4902e-11,0.00045106,2.5485e-05,1.0524e-14,6.4782e-12,8.3691e-05,2.5487e-05,1.9519e-15,1.2016e-12,1.5522e-05,2.5487e-05,3.6198e-16,2.2283e-13,2.8785e-06
9.2658e-06,8.1648e-11,1.8041e-08,0.64105,1.4728e-05,5.3305e-11,1.8929e-08,0.42315,2.1569e-05,1.8823e-11,9.8461e-09,0.15029,2.4497e-05,4.1958e-12,2.4963e-09,0.03355,2.5176e-05,8.084e-13,4.9443e-10,0.0064659,2.5308e-05,1.5101e-13,9.2847e-11,0.0012079,2.5332e-05,2.8042e-14,1.7258e-11,0.0002243,2.5337e-05,5.2015e-15,3.2019e-12,4.1607e-05,2.5338e-05,9.6466e-16,5.9384e-13,7.7162e-06
7.4951e-06,9.0523e-11,1.6162e-08,0.70997,1.0614e-05,7.3748e-11,1.8851e-08,0.58477,1.724e-05,3.9823e-11,1.6698e-08,0.31888,2.2887e-05,1.149e-11,6.42e-09,0.092354,2.4713e-05,2.376e-12,1.4347e-09,0.019114,2.5099e-05,4.5024e-13,2.7616e-10,0.0036226,2.5172e-05,8.3834e-14,5.1573e-11,0.00067455,2.5186e-05,1.5559e-14,9.5766e-12,0.00012519,2.5188e-05,2.8857e-15,1.7764e-12,2.3219e-05
6.3139e-06,9.6474e-11,1.4496e-08,0.75591,8.0548e-06,8.6649e-11,1.6772e-08,0.68556,1.2006e-05,6.5741e-11,1.9182e-08,0.52602,1.908e-05,2.9811e-11,1.3938e-08,0.2405,2.3524e-05,7.5646e-12,4.3718e-09,0.061187,2.4738e-05,1.5058e-12,9.1564e-10,0.012186,2.4983e-05,2.8309e-13,1.7387e-10,0.0022913,2.5029e-05,5.2633e-14,3.2387e-11,0.00042602,2.5038e-05,9.7654e-15,6.011e-12,7.9042e-05
5.4736e-06,1.0072e-10,1.311e-08,0.78856,6.5341e-06,9.44e-11,1.4794e-08,0.74542,8.5323e-06,8.3273e-11,1.7213e-08,0.66421,1.3189e-05,5.8896e-11,1.9031e-08,0.47509,2.0206e-05,2.3415e-11,1.1673e-08,0.1902,2.3785e-05,5.5158e-12,3.2431e-09,0.044891,2.4675e-05,1.0769e-12,6.5712e-10,0.0087679,2.485e-05,2.0168e-13,1.2395e-10,0.0016422,2.4883e-05,3.747e-14,2.3059e-11,0.0003051
4.8433e-06,1.0392e-10,1.196e-08,0.81304,5.5413e-06,9.95e-11,1.3203e-08,0.78445,6.6666e-06,9.2846e-11,1.4952e-08,0.7384,8.8453e-06,8.0812e-11,1.7445e-08,0.64933,1.394e-05,5.43e-11,1.868e-08,0.44118,2.0749e-05,1.9949e-11,1.0278e-08,0.16309,2.3835e-05,4.5247e-12,2.6822e-09,0.03705,2.4566e-05,8.7532e-13,5.3498e-10,0.0071698,2.4709e-05,1.6364e-13,1.006e-10,0.0013404
