7.2356e+10,6.7683e+10,1.2662e+15,0,0,0,0,0,0,7.2356e+10,6.7683e+10,1.2662e+15,0,0,0,0,0,0,7.2356e+10,6.7683e+10,1.2662e+15,0,0,0,0,0,0,7.2356e+10,6.7683e+10,1.2662e+15,0,0,0,0,0,0,7.2356e+10,6.7683e+10,1.2662e+15,0,0,0,0,0,0,7.2356e+10,6.7683e+10,1.2662e+15,0,0,0,0,0,0,7.2356e+10,6.7683e+10,1.2662e+15,0,0,0,0,0,0
6.9416e+10,6.4932e+10,1.2119e+15,2.7641e+11,0.077546,5.5269,7.7743e-14,10.976,10.976,7.1867e+10,6.7225e+10,1.2542e+15,4.5987e+10,0.01382,0.95198,2.3054e-15,1.8901,1.8901,7.2278e+10,6.761e+10,1.2613e+15,7.3613e+09,0.0022373,0.15326,5.9744e-17,0.30428,0.30428,7.2344e+10,6.7672e+10,1.2624e+15,1.1709e+09,0.00035651,0.0244,1.5143e-18,0.048443,0.048443,7.2354e+10,6.7681e+10,1.2626e+15,1.8606e+08,5.6667e-05,0.0038778,3.8248e-20,0.0076989,0.0076989,7.2356e+10,6.7683e+10,1.2626e+15,2.9561e+07,9.0036e-06,0.0006161,9.6551e-22,0.0012232,0.0012232,7.2356e+10,6.7683e+10,1.2626e+15,4.6964e+06,1.4304e-06,9.7883e-05,2.437e-23,0.00019433,0.00019433
6.6283e+10,6.2002e+10,1.1545e+15,5.6957e+11,0.14541,10.875,3.0117e-13,21.604,21.604,7.1291e+10,6.6687e+10,1.2407e+15,9.9778e+10,0.029427,2.049,1.0681e-14,4.0685,4.0685,7.2184e+10,6.7522e+10,1.256e+15,1.6115e+10,0.0048713,0.33507,2.856e-16,0.66527,0.66527,7.2329e+10,6.7658e+10,1.2585e+15,2.567e+09,0.00077905,0.053481,7.2756e-18,0.10618,0.10618,7.2352e+10,6.7679e+10,1.2589e+15,4.08e+08,0.0001239,0.0085029,1.8391e-19,0.016882,0.016882,7.2356e+10,6.7683e+10,1.259e+15,6.4824e+07,1.9687e-05,0.001351,4.643e-21,0.0026824,0.0026824,7.2356e+10,6.7683e+10,1.259e+15,1.0299e+07,3.1279e-06,0.00021465,1.172e-22,0.00042617,0.00042617
6.2931e+10,5.8866e+10,1.0937e+15,8.8214e+11,0.20262,15.991,6.5166e-13,31.778,31.778,7.0603e+10,6.6043e+10,1.2253e+15,1.6383e+11,0.047262,3.3318,2.8249e-14,6.6164,6.6164,7.207e+10,6.7415e+10,1.2505e+15,2.6747e+10,0.0080369,0.55526,7.8432e-16,1.1025,1.1025,7.2311e+10,6.7641e+10,1.2546e+15,4.2681e+09,0.001291,0.088899,2.0104e-17,0.17651,0.17651,7.2349e+10,6.7676e+10,1.2553e+15,6.7856e+08,0.00020546,0.014141,5.0868e-19,0.028077,0.028077,7.2355e+10,6.7682e+10,1.2554e+15,1.0782e+08,3.2651e-05,0.0022471,1.2844e-20,0.0044615,0.0044615,7.2356e+10,6.7683e+10,1.2554e+15,1.7129e+07,5.1875e-06,0.00035701,3.2422e-22,0.00070883,0.00070883
5.9325e+10,5.5493e+10,1.0289e+15,1.2172e+12,0.24804,20.8,1.1035e-12,41.352,41.352,6.9762e+10,6.5257e+10,1.2074e+15,2.4172e+11,0.067902,4.8573,6.0051e-14,9.6468,9.6468,7.1927e+10,6.7282e+10,1.2444e+15,3.9993e+10,0.011935,0.82858,1.7467e-15,1.6452,1.6452,7.2288e+10,6.7619e+10,1.2506e+15,6.3958e+09,0.0019278,0.13317,4.5118e-17,0.26442,0.26442,7.2346e+10,6.7673e+10,1.2516e+15,1.0172e+09,0.00030708,0.021197,1.143e-18,0.042087,0.042087,7.2355e+10,6.7682e+10,1.2517e+15,1.6163e+08,4.8807e-05,0.0033686,2.8867e-20,0.0066884,0.0066884,7.2356e+10,6.7683e+10,1.2518e+15,2.5679e+07,7.7546e-06,0.0005352,7.2869e-22,0.0010627,0.0010627
5.5432e+10,5.1852e+10,9.5958e+14,1.578e+12,0.28033,25.197,1.6205e-12,50.113,50.113,6.8711e+10,6.4273e+10,1.186e+15,3.3875e+11,0.092075,6.7046,1.1444e-13,13.317,13.317,7.1743e+10,6.7109e+10,1.2377e+15,5.7003e+10,0.016877,1.178,3.5306e-15,2.3391,2.3391,7.2258e+10,6.7591e+10,1.2465e+15,9.1422e+09,0.0027454,0.19028,9.2114e-17,0.37782,0.37782,7.2341e+10,6.7669e+10,1.2479e+15,1.4546e+09,0.00043782,0.030311,2.3373e-18,0.060184,0.060184,7.2354e+10,6.7681e+10,1.2481e+15,2.3116e+08,6.96e-05,0.0048176,5.9045e-20,0.0095656,0.0095656,7.2356e+10,6.7683e+10,1.2481e+15,3.6726e+07,1.1059e-05,0.00076544,1.4905e-21,0.0015198,0.0015198
5.1226e+10,4.7917e+10,8.8528e+14,1.9673e+12,0.29808,29.028,2.1526e-12,57.757,57.757,6.7362e+10,6.3012e+10,1.1596e+15,4.6289e+11,0.12062,8.9817,2.0544e-13,17.843,17.843,7.1497e+10,6.6879e+10,1.2299e+15,7.9637e+10,0.023351,1.6401,6.8444e-15,3.2568,3.2568,7.2218e+10,6.7554e+10,1.2422e+15,1.2821e+10,0.0038349,0.2667,1.8097e-16,0.52957,0.52957,7.2334e+10,6.7663e+10,1.2442e+15,2.0412e+09,0.00061251,0.04253,4.6019e-18,0.084448,0.084448,7.2353e+10,6.768e+10,1.2445e+15,3.2441e+08,9.7393e-05,0.0067609,1.1629e-19,0.013424,0.013424,7.2356e+10,6.7683e+10,1.2445e+15,5.1542e+07,1.5475e-05,0.0010742,2.9358e-21,0.002133,0.002133
4.6712e+10,4.3695e+10,8.062e+14,2.3847e+12,0.3002,32.086,2.6326e-12,63.872,63.872,6.5587e+10,6.1351e+10,1.1262e+15,6.2584e+11,0.15423,11.824,3.5615e-13,23.493,23.493,7.1155e+10,6.6559e+10,1.2205e+15,1.1094e+11,0.032131,2.2739,1.3158e-14,4.5156,4.5156,7.2162e+10,6.7501e+10,1.2376e+15,1.7956e+10,0.0053472,0.37324,3.5444e-16,0.74113,0.74113,7.2325e+10,6.7654e+10,1.2404e+15,2.8613e+09,0.00085589,0.059609,9.0404e-18,0.11836,0.11836,7.2352e+10,6.7679e+10,1.2408e+15,4.5479e+08,0.00013614,0.0094782,2.2856e-19,0.01882,0.01882,7.2356e+10,6.7683e+10,1.2409e+15,7.226e+07,2.1633e-05,0.001506,5.7706e-21,0.0029904,0.0029904
4.1976e+10,3.9265e+10,7.2383e+14,2.823e+12,0.28685,34.133,2.982e-12,67.979,67.979,6.3213e+10,5.913e+10,1.0827e+15,8.4335e+11,0.19264,15.356,6.0105e-13,30.519,30.519,7.0664e+10,6.61e+10,1.2087e+15,1.5584e+11,0.044389,3.172,2.5609e-14,6.2996,6.2996,7.208e+10,6.7425e+10,1.2326e+15,2.5417e+10,0.0075302,0.52773,7.0863e-16,1.0479,1.0479,7.2312e+10,6.7642e+10,1.2366e+15,4.0553e+09,0.0012091,0.084469,1.8154e-17,0.16773,0.16773,7.2349e+10,6.7677e+10,1.2372e+15,6.447e+08,0.00019242,0.013436,4.593e-19,0.026679,0.026679,7.2355e+10,6.7682e+10,1.2373e+15,1.0244e+08,3.0578e-05,0.002135,1.1597e-20,0.0042393,0.0042393
3.7238e+10,3.4833e+10,6.4189e+14,3.2625e+12,0.26093,34.995,3.1375e-12,69.729,69.729,6.0056e+10,5.6177e+10,1.0264e+15,1.1322e+12,0.23298,19.585,9.7837e-13,38.938,38.938,6.9942e+10,6.5425e+10,1.193e+15,2.2172e+11,0.061704,4.4669,5.0795e-14,8.8722,8.8722,7.1958e+10,6.7311e+10,1.227e+15,3.6579e+10,0.010769,0.75818,1.4627e-15,1.5056,1.5056,7.2293e+10,6.7624e+10,1.2326e+15,5.8471e+09,0.0017373,0.12176,3.7721e-17,0.24178,0.24178,7.2346e+10,6.7674e+10,1.2335e+15,9.2984e+08,0.00027669,0.019377,9.5537e-19,0.038477,0.038477,7.2355e+10,6.7682e+10,1.2337e+15,1.4775e+08,4.3975e-05,0.0030793,2.4127e-20,0.0061147,0.0061147
