2.6083e-05,0,0,0,2.6083e-05,0,0,0,2.6083e-05,0,0,0,2.6083e-05,0,0,0,2.6083e-05,0,0,0,2.6083e-05,0,0,0
2.3941e-05,9.9482e-12,5.6484e-09,0.077678,2.5647e-05,1.4332e-12,8.7236e-10,0.011199,2.5896e-05,1.9121e-13,1.1753e-10,0.0014943,2.5929e-05,2.5238e-14,1.5533e-11,0.00019724,2.5934e-05,3.3266e-15,2.0478e-12,2.5997e-05,2.5934e-05,4.3838e-16,2.6986e-13,3.4259e-06
2.1521e-05,2.1303e-11,1.0923e-08,0.1671,2.5096e-05,3.4385e-12,2.0595e-09,0.027019,2.5692e-05,4.6696e-13,2.864e-10,0.0036703,2.5773e-05,6.1784e-14,3.8015e-11,0.00048563,2.5784e-05,8.146e-15,5.0144e-12,6.4029e-05,2.5785e-05,1.0735e-15,6.6086e-13,8.4383e-06
1.871e-05,3.4663e-11,1.5514e-08,0.27298,2.4327e-05,6.5286e-12,3.8117e-09,0.051586,2.5453e-05,9.1196e-13,5.5735e-10,0.0072093,2.5612e-05,1.2113e-13,7.4498e-11,0.00095766,2.5633e-05,1.598e-14,9.8357e-12,0.00012633,2.5636e-05,2.106e-15,1.2964e-12,1.665e-05
1.5383e-05,5.0726e-11,1.8717e-08,0.4006,2.3088e-05,1.1975e-11,6.6706e-09,0.095125,2.5134e-05,1.7621e-12,1.0695e-09,0.01401,2.544e-05,2.3583e-13,1.449e-10,0.0018753,2.5481e-05,3.1141e-14,1.9166e-11,0.00024764,2.5486e-05,4.1048e-15,2.5268e-12,3.2642e-05
1.1775e-05,6.8461e-11,1.9346e-08,0.54095,2.0832e-05,2.2516e-11,1.137e-08,0.17969,2.4597e-05,3.6971e-12,2.2086e-09,0.029563,2.5237e-05,5.0352e-13,3.0872e-10,0.0040275,2.5325e-05,6.6647e-14,4.1006e-11,0.0005331,2.5336e-05,8.7878e-15,5.4093e-12,7.0293e-05
8.9226e-06,8.2716e-11,1.7687e-08,0.65264,1.7199e-05,4.0033e-11,1.6745e-08,0.32055,2.3555e-05,8.1529e-12,4.6899e-09,0.065553,2.4957e-05,1.1577e-12,7.0602e-10,0.0093139,2.5158e-05,1.5413e-13,9.4764e-11,0.0012401,2.5185e-05,2.0338e-14,1.2518e-11,0.00016365
7.1329e-06,9.177e-11,1.566e-08,0.72281,1.2621e-05,6.257e-11,1.9213e-08,0.5012,2.1335e-05,1.8504e-11,9.6878e-09,0.1495,2.4455e-05,2.9175e-12,1.7536e-09,0.023608,2.4961e-05,3.9468e-13,2.4219e-10,0.0031945,2.5029e-05,5.2193e-14,3.2116e-11,0.00042245
5.9826e-06,9.7635e-11,1.3953e-08,0.76786,8.871e-06,8.1447e-11,1.7526e-08,0.65045,1.7095e-05,3.9052e-11,1.6432e-08,0.31647,2.3308e-05,7.898e-12,4.5495e-09,0.064265,2.4666e-05,1.1198e-12,6.8304e-10,0.0091169,2.4861e-05,1.4905e-13,9.1644e-11,0.0012136
5.1823e-06,1.0174e-10,1.2579e-08,0.79915,6.8053e-06,9.2054e-11,1.5146e-08,0.73273,1.1653e-05,6.6045e-11,1.8922e-08,0.5346,2.0471e-05,2.1337e-11,1.0844e-08,0.17441,2.4044e-05,3.4784e-12,2.0803e-09,0.028485,2.4647e-05,4.7316e-13,2.9015e-10,0.0038758
